MonthID,ZoneID,HourID,Temperature,temperatureCV,relHumidity,heatIndex,specificHumidity,relativeHumidityCV,FIP
2,360030,16,29,,75,,,,36003
2,360030,17,29,,77,,,,36003
2,360030,18,28,,79,,,,36003
2,360030,19,25,,81,,,,36003
2,360030,20,26,,83,,,,36003
2,360030,21,26,,87,,,,36003
2,360030,22,26,,88,,,,36003
2,360030,23,25,,87,,,,36003
2,360030,24,25,,88,,,,36003
3,360030,1,26,,83,,,,36003
3,360030,2,27,,85,,,,36003
3,360030,3,25,,83,,,,36003
3,360030,4,25,,85,,,,36003
3,360030,5,26,,86,,,,36003
3,360030,6,22,,84,,,,36003
3,360030,7,24,,85,,,,36003
3,360030,8,26,,85,,,,36003
3,360030,9,26,,80,,,,36003
3,360030,10,29,,77,,,,36003
3,360030,11,28,,73,,,,36003
3,360030,12,28,,68,,,,36003
3,360030,13,32,,63,,,,36003
3,360030,14,34,,62,,,,36003
3,360030,15,34,,63,,,,36003
3,360030,16,35,,61,,,,36003
3,360030,17,31,,65,,,,36003
3,360030,18,28,,65,,,,36003
3,360030,19,30,,71,,,,36003
3,360030,20,30,,73,,,,36003
3,360030,21,28,,78,,,,36003
3,360030,22,26,,79,,,,36003
3,360030,23,25,,80,,,,36003
3,360030,24,26,,79,,,,36003
4,360030,1,41,,86,,,,36003
4,360030,2,40,,86,,,,36003
4,360030,3,39,,87,,,,36003
4,360030,4,40,,90,,,,36003
4,360030,5,40,,90,,,,36003
4,360030,6,39,,91,,,,36003
4,360030,7,40,,90,,,,36003
4,360030,8,41,,86,,,,36003
4,360030,9,41,,82,,,,36003
4,360030,10,44,,81,,,,36003
4,360030,11,45,,80,,,,36003
4,360030,12,46,,77,,,,36003
4,360030,13,48,,75,,,,36003
4,360030,14,47,,75,,,,36003
4,360030,15,49,,76,,,,36003
4,360030,16,48,,75,,,,36003
4,360030,17,50,,73,,,,36003
4,360030,18,48,,76,,,,36003
4,360030,19,48,,79,,,,36003
4,360030,20,48,,81,,,,36003
4,360030,21,46,,84,,,,36003
4,360030,22,45,,87,,,,36003
4,360030,23,43,,87,,,,36003
4,360030,24,44,,87,,,,36003
5,360030,1,50,,92,,,,36003
5,360030,2,50,,93,,,,36003
5,360030,3,49,,93,,,,36003
5,360030,4,49,,94,,,,36003
5,360030,5,49,,95,,,,36003
5,360030,6,48,,96,,,,36003
5,360030,7,51,,95,,,,36003
5,360030,8,54,,92,,,,36003
5,360030,9,56,,87,,,,36003
