X,Y,OBJECTID,COLL_METH,STRUCTURE,CB_TYPE,MH_COVER,DIMENSION,DEPTH,ELEVATION,LOCATION,BASIN,STRUC_ID,MUNI,PROJECT_ID,MAP_ID,COMMENTS,ST_NAME,HOUSE_NUM,LOCAL_ID,LAT,LONG_,ASSET_ID,INV_ELEV,OF_SHAPE,OF_MATERIAL,OF_TYPE,OWNER,GENERIC_OWN,DATA_SOURCE,OFFICE_TRACK,SHAPE,WC_DRAINAGE_BASIN,LAND_USE_TYPE,FEATURE_TYPE,SOURCE,HOUS_NUM,GLOBALID,ACCESSIBLE,TYPE_,MATERIAL,SHAPE_,QUANTITY,SUBMERGED,FLOW_PRESE,FLOW_DESC,DAMAGE,DEPOSITS,ABNORMAL_V,POOR_POOL_,BENTHIC_GR,INSPECTION,POLE,OFFSET_,HD,VD,SD,INC,AZ,CREATOR,EDITOR,HEIGHT,WIDTH,CONV_DIR,UNIQUE_ID_ALL_POINT_FEATURES,RESPONSIBILITY
705766.322893508,842850.998576276,629,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,INLAND LONG ISLAND SOUND BASIN,Nature Preserves,Outfall,,,4a9f5e8b-3846-4740-b44a-ffd0e3d8b0c3,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,30,20,ON,629,DPW
706165.006807428,842591.082757525,630,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,INLAND LONG ISLAND SOUND BASIN,"Transportation, Communication, Utilities",Outfall,,,2b74a9f3-fd56-4147-b88f-d2fac601bda4,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00, ,N,0,0,0,0,0, , ,0,0,ON,630,DPW
706660.557325508,842371.478537939,631,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,INLAND LONG ISLAND SOUND BASIN,"Transportation, Communication, Utilities",Outfall,,,9cee70fa-557b-4b7f-99b6-4c9f64786e70,Y,CP,RCP,BOX,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,15,15,ON,631,DPW
705971.186657008,842768.798281357,632,Stellar Services Field Survey,,,,30,0,0,,,,,,,Last known location of pipe,,,,0,0,,0,,,,,,,,,INLAND LONG ISLAND SOUND BASIN,Nature Preserves,Outfall,,,63c3c9aa-6c68-4757-8c8b-46d210c761db,Y,CP,CMP,CIRC,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,632,DPW
705928.098488592,842687.129153356,633,Stellar Services Field Survey,,,,48,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,INLAND LONG ISLAND SOUND BASIN,"Transportation, Communication, Utilities",Outfall,,,e4619c7f-c26e-42f2-aa4f-c532a829ff51,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,633,DPW
654395.208444342,873150.514420688,634,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,PEEKSKILL AND HAVERSTRAW BAY BASIN,"Transportation, Communication, Utilities",Outfall,,,a3e5e3b6-d4ce-4ee3-a91f-a324212fae92,Y,OD,ASP,SWL,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,634,DPW
653842.699050676,873116.094542027,635,Stellar Services Field Survey,,,,30,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,PEEKSKILL AND HAVERSTRAW BAY BASIN,"Transportation, Communication, Utilities",Outfall,,,0af8ee40-56aa-4516-b55c-5369ed165025,Y,CP,RCP,CIRC,1,SF,N,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,635,DPW
653190.639659259,872968.936371773,636,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,PEEKSKILL AND HAVERSTRAW BAY BASIN,Low Density Residential,Outfall,,,d6152817-db99-4af5-9554-265234d08e4c,Y,OD,EAR,SWL,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,636,DPW
651100.929599844,871766.348881938,637,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,PEEKSKILL AND HAVERSTRAW BAY BASIN,"Transportation, Communication, Utilities",Outfall,,,84c36fc7-20f8-48a2-afda-0105c310179a,Y,CP,STM,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,15,15,OUT,637,DPW
650637.185776677,872918.702548355,638,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,PEEKSKILL AND HAVERSTRAW BAY BASIN,"Public Parks, Parkway Lands",Outfall,,,2bcf0abf-a2d9-427b-85bf-dad5613984e2,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,638,DPW
650395.996626511,873199.171147525,639,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,PEEKSKILL AND HAVERSTRAW BAY BASIN,"Public Parks, Parkway Lands",Outfall,,,e5f98e52-0742-4ace-9202-9f604c5d17a3,Y,CP,STM,BOX,1,WF,N,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,30,30,ON,639,DPW
650918.373862594,873630.157818355,640,Stellar Services Field Survey,,,,15,0,0,,,,,,,This is inlet side of pipe,,,,0,0,,0,,,,,,,,,PEEKSKILL AND HAVERSTRAW BAY BASIN,"Transportation, Communication, Utilities",Outfall,,,c742858c-354c-4e4d-9ca9-6ab633c2f2ab,Y,CP,CMP,CIRC,1,SF,N,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,640,DPW
650525.974384926,874091.167723104,641,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,PEEKSKILL AND HAVERSTRAW BAY BASIN,"Transportation, Communication, Utilities",Outfall,,,8b2d6aba-8aaa-4855-b0ae-25c2a812b764,Y,CP,CMP,CIRC,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,641,DPW
651973.839271344,873837.866392441,642,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,PEEKSKILL AND HAVERSTRAW BAY BASIN,"Public Parks, Parkway Lands",Outfall,,,94509ade-b0a6-4665-b2a6-cc460a299165,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/15 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,642,DPW
674313.614473592,783545.591596775,643,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,32ab9e99-264a-47c8-a351-3c59fe1a3dd1,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,643,DPW
674276.099784844,783613.83293011,644,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,a7dbaf26-ab99-4d81-8d5a-dc0a5f22be3e,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,1,N,0,0,0,0,0, , ,0,0,ON,644,DPW
673789.828119595,783060.838957354,645,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,6ce1c87f-54e2-42e4-ac2b-67ca2e1ae81c,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,645,DPW
674022.552391674,784508.425629109,646,Stellar Services Field Survey,,,,6,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,c3c51968-eab1-47f4-93b0-34aeaec049d8,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,646,DPW
674417.877060343,784377.629958943,647,Stellar Services Field Survey,,,,6,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,0f0d0544-4810-492b-9c08-ac7527acd632,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,647,DPW
674517.299761761,784589.480913192,648,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,ac95e0f0-ed68-496a-88b0-401f993a7245,Y,OD,ASP,SWL,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,648,DPW
673459.560735509,781483.431679107,649,Stellar Services Field Survey,,,,36,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,98e91fcb-8d8c-43be-b3b2-25028fa0d14c,Y,CP,CMP,CIRC,1,NO,Y,MOD,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,649,DPW
673455.918354344,781485.863432772,650,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,1008dcfc-b079-4dd0-bd4f-d12aa5448d03,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,650,DPW
671851.244726427,779573.38234961,651,Stellar Services Field Survey,,,,6,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,360255b8-d61e-4e63-b412-2b7b5dc99c65,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,651,DPW
673202.324701425,782935.778511941,652,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,273cbe23-00d5-4b19-b51c-b4eba4273d26,Y,CP,CPP,CIRC,1,NO,Y,MOD,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,652,DPW
673200.528445177,782932.930420525,653,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,4580f8a1-1762-4e7b-976e-4c9a47e042a8,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,653,DPW
671940.085099924,777306.171660937,654,Stellar Services Field Survey,,,,36,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,883792a4-ca83-4aef-a2a1-9d88a87650de,Y,CP,RCP,CIRC,1,NO,Y,MOD,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,2,N,0,0,0,0,0, , ,0,0,IN,654,DPW
671772.25013376,777959.12114244,655,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,b965de9b-4e2b-4884-bf90-b327355b698f,VEG,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,655,DPW
671720.778451927,778332.569870606,656,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,0afaece3-be6d-4a69-aea6-93f97d5964a2,Y,CP,RCP,CIRC,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,656,DPW
671736.001846675,778654.205054104,657,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,9ce44e8b-7b4d-448c-874e-c5c73b174b74,VEG,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,657,DPW
672030.486493926,779497.655795023,658,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,71048236-8e5d-4448-a6c1-0ab9af6ed463,VEG,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,658,DPW
674582.042414427,785213.370413437,659,Stellar Services Field Survey,,,,36,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,9630b1f6-7ef2-4b8d-b570-640472b50de4,Y,CP,RCP,CIRC,1,NO,Y,MOD,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,659,DPW
670033.452758342,777497.596146859,660,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,92d3d316-38b1-4861-94ef-dd0676dacd10,OTH,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,660,DPW
668750.377568591,778798.74315086,661,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,77a3090d-409f-4933-9db3-acd62bcf2d20,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,661,DPW
668711.393066511,778497.757532358,662,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,b598dd41-e4d2-42eb-914b-bf8f98e4c4cd,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00, ,N,0,0,0,0,0, , ,0,0,ON,662,DPW
668648.084466092,778780.315694273,663,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,e6abc132-2ab6-4a9b-af73-233b60173196,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00, ,N,0,0,0,0,0, , ,0,0,ON,663,DPW
668747.345750511,779106.086696275,664,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,f91d7e6b-2a07-4780-96c2-7403f2ffff0e,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00, ,N,0,0,0,0,0, , ,0,0,ON,664,DPW
668754.42841351,779277.492849521,665,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,257588b8-0628-4e68-829d-fab9b7112eb8,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00, ,N,0,0,0,0,0, , ,0,0,ON,665,DPW
668753.402168844,779313.194877855,666,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,80b9104e-3981-44a0-a567-d92c2eda4a2a,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/20 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,666,DPW
672058.076989926,785310.471597187,667,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,55550331-ee91-42c9-b142-0668e32031c9,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,667,DPW
672079.515923426,785284.487725273,668,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,a83fbb69-1021-4dd5-82f3-9bcc91e3e87a,Y,CP,CMP,CIRC,1,SP,N,NO,CORR,NO,NO,NO,NO,2019/08/21 00:00:00+00,1,N,0,0,0,0,0, , ,0,0,ON,668,DPW
671675.348424677,783890.053834356,669,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,4887b498-03fc-4d3b-be7e-d934b53ecff3,Y,CP,CAS,CIRC,1,SF,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,669,DPW
671615.581483841,783754.687635273,670,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,67b1c0c7-cedd-497c-aa21-f0ec9420c855,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,670,DPW
671078.743318677,783157.841388024,671,Stellar Services Field Survey,,,,8,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,cf704925-0601-421c-bb7b-eb71ba5ed76c,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,671,DPW
672164.801514011,784895.025249608,672,Stellar Services Field Survey,,,,30,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,24d3a56b-b15c-433b-917b-32f92ed412ac,Y,CP,CMP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,672,DPW
671556.481536426,784797.811861359,673,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,2cfbdffe-3c61-44fa-aaff-4cbf7fe9bf7d,Y,CP,CMP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,673,DPW
672324.678162761,785798.652707443,674,Stellar Services Field Survey,,,,30,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,d434bdf5-419b-4aee-816f-601baff59561,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,674,DPW
672384.771546509,785831.265831187,675,Stellar Services Field Survey,,,,30,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,1d76fca2-09c1-460b-b9d5-b02fbdf44e0e,Y,CP,RCP,CIRC,1,WP,Y,TRI,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,IN,675,DPW
672212.043545511,785667.287812687,676,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,9fe55919-f29e-4bb8-9f34-6ee36db3010d,Y,CP,RCP,BOX,1,WP,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,36,96,IN,676,DPW
676685.819702927,783477.821719192,677,Stellar Services Field Survey,,,,12,0,0,,,,,,,Combined Sewer/Stormwater,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,0bbb5606-d06e-49b5-acdf-7bc03b2a66bf,Y,CP,CAS,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,677,DPW
677035.659226343,782798.059299193,678,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,3292671b-f4fd-4b31-87f6-168d6eafe6e3,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,678,DPW
676977.396219511,782595.509179361,679,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,44f10b2d-617a-4710-9f0b-fbb978ad302c,Y,CP,RCP,CIRC,1,NO,N,NO,CORR,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,679,DPW
676301.155446008,784066.496066771,680,Stellar Services Field Survey,,,,24,0,0,,,,,,,Combined Stormwater/Sewer,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,fd95e83c-0c4b-44fa-9548-a620d3cda9b5,Y,CP,CAS,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,680,DPW
679706.012153342,787416.061874188,681,Stellar Services Field Survey,,,,15,0,0,,,,,,,Information captured based on prior catch basin. Point is at manhole.,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,5d0e0d1e-4121-4f45-baed-fa4e2d5bda96,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,681,DPW
682534.328019008,785950.367955193,682,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,f427c4b3-34bf-4176-9226-8aee66b85234,Y,CP,STM,BOX,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,30,30,ON,682,DPW
676229.409854595,771535.328543857,683,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,099430b7-a005-4599-b692-f7e9850d6ecf,Y,CP,CAS,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,683,DPW
676221.88001401,771515.108768024,684,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,908412b3-5332-47b3-b14b-136fae577ffc,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,684,DPW
676219.718601011,771491.80730544,685,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,e7782c12-f536-47ee-8a73-e53051bdc4b1,Y,CP,CAS,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,685,DPW
676181.518546175,771512.725898772,686,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,d5e0be2a-b567-429e-98a2-27e075690f68,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,686,DPW
676184.235076178,771535.152691193,687,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,48694831-fed5-482f-aab2-ba9f19d48553,Y,CP,CAS,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,687,DPW
676180.292826843,771496.428359188,688,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,c75391c2-9322-4238-b7f8-b5102854cc63,Y,CP,CAS,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,688,DPW
676218.688419342,771474.371972859,689,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,1ec924f2-819d-48d4-8e18-eee8a8fe28c2,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,ON,689,DPW
676162.968386427,771414.144074939,690,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Public Parks, Parkway Lands",Outfall,,,029bb32b-9c7b-43d7-b268-0a7cd0f0477d,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,16,48,ON,690,DPW
673715.802677091,772866.087365277,691,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,6ccda539-5740-4556-9b27-b1da59c45818,Y,CP,CMP,CIRC,1,SF,N,NO,NO,NO,NO,NO,NO,2019/08/21 00:00:00+00,0,N,0,0,0,0,0, , ,0,0,OUT,691,DPW
