X,Y,OBJECTID,COLL_METH,STRUCTURE,CB_TYPE,MH_COVER,DIMENSION,DEPTH,ELEVATION,LOCATION,BASIN,STRUC_ID,MUNI,PROJECT_ID,MAP_ID,COMMENTS,ST_NAME,HOUSE_NUM,LOCAL_ID,LAT,LONG_,ASSET_ID,INV_ELEV,OF_SHAPE,OF_MATERIAL,OF_TYPE,OWNER,GENERIC_OWN,DATA_SOURCE,OFFICE_TRACK,SHAPE,WC_DRAINAGE_BASIN,LAND_USE_TYPE,FEATURE_TYPE,SOURCE,HOUS_NUM,GLOBALID,ACCESSIBLE,TYPE_,MATERIAL,SHAPE_,QUANTITY,SUBMERGED,FLOW_PRESE,FLOW_DESC,DAMAGE,DEPOSITS,ABNORMAL_V,POOR_POOL_,BENTHIC_GR,INSPECTION,POLE,OFFSET_,HD,VD,SD,INC,AZ,CREATOR,EDITOR,HEIGHT,WIDTH,CONV_DIR,UNIQUE_ID_ALL_POINT_FEATURES,RESPONSIBILITY
691221.915630676,824603.077395022,1,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Institutional and Public Assembly,Outfall,,,6c42ac3d-8400-4e91-9f9f-ce3d771b10f5,Y,CP,RCP,ELIP,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,1,DPW
691332.118166175,824434.328388691,2,Stellar Services Field Survey,,,,15,0,0,,,,,,,We believe this may be an inlet and not an outfall.  Outlet weir box of a retention pond.,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Office and Research,Outfall,,,e97ae36d-a872-456e-aabb-f3f9d1f3a288,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,2,DPW
691211.870047092,824408.847468525,3,Stellar Services Field Survey,,,,0,0,0,,,,,,,"Dense vegetation, could not locate",,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Institutional and Public Assembly,Outfall,,,fa871945-b0e9-4cc8-973b-43212100a196,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00, ,N,0,0,0,0,0, , ,0,0, ,3,DPW
691329.279917259,824595.758183941,4,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Office and Research,Outfall,,,279c3305-9821-4f86-85b0-6b963661a1cf,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,4,DPW
691263.448684093,823724.946277276,5,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,7035e665-6a61-45a0-8481-d5f393833fef,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,6,0,0,0,45, , ,0,0, ,5,DPW
691343.323196258,823528.631381191,6,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Institutional and Public Assembly,Outfall,,,e03c755c-3d7d-44d1-b951-986f730903d5,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,2,Y,25,-10,27,-21.9,335.3, , ,0,0, ,6,DPW
691263.638316259,821977.229300275,7,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,ad8475c7-ca09-4cc4-ad72-4b1c9317c87e,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,2,N,0,0,0,0,0, , ,0,0, ,7,DPW
691260.862403177,822018.099297278,8,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,e9e0b4dc-88ef-4466-a203-b3075aa14b9a,VEG, , , ,1, ,Y,TRI,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00, ,N,0,0,0,0,0, , ,0,0, ,8,DPW
691272.136002675,822159.478279606,9,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,c4581b53-4b11-4e69-8869-65292627f3ce,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00, ,N,0,0,0,0,0, , ,0,0, ,9,DPW
691272.050372925,822645.254539028,10,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,b98d5fb5-deff-45fb-970e-3e17fa20a444,Y,CP,RCP,BOX,1,WP,N,NO,SPCC,NO,NO,NO,NO,2019/07/01 00:00:00+00,2,N,15.5,-6,16.5,-21.5,145, , ,24,36, ,10,DPW
691267.943097677,822639.473382607,11,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,5e51b2d9-7dbe-4477-bf56-a6c8b2ee5fca,Y,CP,RCP,BOX,1,WP,N,NO,SPCC,NO,NO,NO,NO,2019/07/01 00:00:00+00,2,Y,13,-4,13.5,-17.9,96, , ,12,24, ,11,DPW
691412.346352175,826531.062056109,12,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Institutional and Public Assembly,Outfall,,,5b1189db-72f6-48bd-887c-edc7caadd860,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00, ,N,0,0,0,0,0, , ,0,0, ,12,DPW
691252.059599258,825835.331164107,13,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Office and Research,Outfall,,,56423a9a-cf7c-49d8-996b-fbc143aa652f,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,13,DPW
691117.959473759,825386.519069605,14,Stellar Services Field Survey,,,,18,0,0,,,,,,,Inlet as well.,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,7116ad4d-925f-433d-9809-3b4c845344d3,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,14,DPW
691365.282141842,828093.619954608,15,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,5f2f647e-77b4-4125-9a2f-0edd9ce170c9,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,15,DPW
691328.017780676,828364.439622939,16,Stellar Services Field Survey,,,,0,0,0,,,,,,,Pipe is almost completely buried,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Vacant/Undeveloped,Outfall,,,5ba0b30f-a599-424e-a48d-b2fc175b3789,Y,CP,RCP,BOX,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,24,24, ,16,DPW
691447.168789092,828868.449769773,17,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Vacant/Undeveloped,Outfall,,,6ac3202d-63a5-4457-9f77-4caca9b30ede,Y,CP,CMP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,17,DPW
691653.657549344,829230.279754773,18,Stellar Services Field Survey,,,,0,0,0,,,,,,,"Confirmed inlet pipe, outlet is inaccessible",,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,918e94c0-e18c-4a85-b886-923065c3c98f,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00, ,N,0,0,0,0,0, , ,0,0, ,18,DPW
691975.552574843,829954.949565277,19,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Vacant/Undeveloped,Outfall,,,4643ab2f-be3e-41c0-ae43-c603de0b4673,Y,CP,CPP,CIRC,1,WP,Y,TRI,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,19,DPW
691950.190748926,829876.372622691,20,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,b73be2df-ac13-4225-86a2-3ba6b1ac65c1,Y,CP,CMP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,1,N,0,0,0,0,0, , ,0,0, ,20,DPW
691889.532733761,829761.873835944,21,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,233a1e50-c290-461d-bcf1-40da78988061,Y,CP,CMP,CIRC,1,WP,N,NO,CORR,NO,NO,NO,NO,2019/07/01 00:00:00+00,1,N,0,0,0,0,0, , ,0,0, ,21,DPW
691796.700242259,829559.368335441,22,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,69022714-9464-418f-a6dc-370eff309228,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,1,N,0,0,0,0,0, , ,0,0, ,22,DPW
692018.98129376,829748.024126105,23,Stellar Services Field Survey,,,,8,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,BRONX RIVER BASIN,Institutional and Public Assembly,Outfall,,,9a058d5d-da2f-4536-b406-ffff92f488bc,Y,CP,PVC,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,23,DPW
693019.997664426,832362.946061611,24,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Commercial-Retail,Outfall,,,c1fefce0-2045-4795-aafb-5c5de07605f9,Y,CP,CMP,CIRC,1,WP,Y,TRI,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,24,DPW
693027.440234844,832587.639509857,25,Stellar Services Field Survey,,,,0,0,0,,,,,,,Can not access but flow confirmed,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,88ad2600-e8ac-472a-87f5-a0b206631afe,VEG, , , ,1, ,Y,TRI,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00, ,N,0,0,0,0,0, , ,0,0, ,25,DPW
693043.636068594,832751.69331561,26,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,2ed0e081-8a85-4df1-8033-883b4dadd6f6,Y,CP,CMP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,26,DPW
693036.198091343,832753.267459437,27,Stellar Services Field Survey,,,,60,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,edee1c82-017c-4f48-bd00-dd170bc8baea,Y,CP,CMP,CIRC,1,WP,Y,TRI,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,1,N,0,0,0,0,0, , ,0,0, ,27,DPW
693035.242056508,832753.11161986,28,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,2c0b4df9-d1a3-4cf9-a05f-a0f353b51b3a,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,1,N,0,0,0,0,0, , ,0,0, ,28,DPW
693022.489785425,832776.951795273,29,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,90614efd-3d64-4821-9ff3-62809dec31ca,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,29,DPW
693024.644636758,832777.836307943,30,Stellar Services Field Survey,,,,18,0,0,,,,,,,"In tunnel, point will be off",,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,ac66cd56-3f8c-423a-a744-09059c730e69,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/01 00:00:00+00, ,N,0,0,0,0,0, , ,0,0, ,30,DPW
674922.241537176,812686.843681611,31,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,3c682b0a-15a8-4151-8779-661b09432599,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,31,DPW
677768.520621508,819037.449746773,32,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,08699ff6-e726-4d46-aa99-cd39d27c15e3,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,1,N,0,0,0,0,0, , ,0,0, ,32,DPW
677708.863260508,819048.595393777,33,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,5fbbe5ce-34d1-4a0b-a251-4798f18383d0,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,, ,N,0,0,0,0,0, , ,0,0, ,33,DPW
677536.255994175,819070.408014193,34,Stellar Services Field Survey,,,,60,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,6c42c380-eb42-4654-a848-f2af80bfffac,Y,CP,RCP,CIRC,1,NO,Y,MOD,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,34,DPW
677515.029330593,819092.232117526,35,Stellar Services Field Survey,,,,60,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,2b2c0a27-dc67-46bd-80ce-93c3727106b5,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,35,DPW
677543.666740511,819199.465498857,36,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,cc4c51d9-f59e-4c17-8ab4-d753c0cf0b6c,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,, ,N,0,0,0,0,0, , ,0,0, ,36,DPW
670763.253136009,823419.149972856,37,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,69b703d3-2744-4f5d-9dc1-a4cc51d6b31a,Y,OD,EAR,SWL,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,1,N,0,0,0,0,0, , ,0,0, ,37,DPW
680039.851380676,817757.916872777,38,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Vacant/Undeveloped,Outfall,,,599d6703-9962-42fe-9d9c-d4ccef899c6f,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,38,DPW
681200.229965426,817846.711314611,39,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,f7a7c3d2-e1c8-4bfb-a94d-efeff1fd6326,Y,CP,RCP,CIRC,1,SP,Y,TRI,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,39,DPW
680763.194422174,818782.54540094,40,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,68c8f26d-b8d2-42dd-91d5-a7c571e43945,Y,CP,CPP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,40,DPW
680752.586175676,818780.658593692,41,Stellar Services Field Survey,,,,8,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,0b77aaff-8c12-477c-81c2-54b17590e472,Y,CP,CAS,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,41,DPW
680680.380283345,818875.628548108,42,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,f5870638-6980-4bbc-a85b-3a73456c4ee3,Y,CP,RCP,CIRC,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,42,DPW
680758.658670094,818867.164654277,43,Stellar Services Field Survey,,,,12,0,0,,,,,,,Photo taken from across retention basin. Pipe directly below point.,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,8bf53efd-48dd-4bfb-be2e-9a97e66a0402,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,43,DPW
680578.304043926,818105.805284604,44,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,ffe3dea4-a5fc-4d18-b901-d9b2c363fda5,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,44,DPW
680752.175743427,817920.176062688,45,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,ab2e90cd-d3d7-4684-9588-04508d815402,Y,CP,RCP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,45,DPW
680880.389397759,817965.026038609,46,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,aaa6dba6-04a3-42bb-a75b-2f8aac9f9394,Y,CP,CAS,CIRC,1,SF,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,46,DPW
680970.233378176,817969.569664694,47,Stellar Services Field Survey,,,,18,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,ba1d4bbc-ea68-4dcd-a096-fbd1fd85d1d9,Y,CP,RCP,CIRC,1,SP,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,47,DPW
681087.228222925,817939.123859443,48,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,4a12daa8-c596-45b9-9be2-f53d8a2a3999,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,48,DPW
681150.219238676,817907.587505192,49,Stellar Services Field Survey,,,,36,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,"Transportation, Communication, Utilities",Outfall,,,31801a58-9a39-4548-957b-9131b903b002,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,49,DPW
680882.500285927,819805.923931606,50,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,64f0be2b-67a0-48af-8575-4c4a569e4229,Y,OD,OTH,SWL,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,1,N,0,0,0,0,0, , ,0,0, ,50,DPW
680179.58076001,819516.487830691,51,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,54585b99-476a-43f2-a28b-823ba9a30c3a,VEG, , , ,1, , ,NO,NO,NO,NO,NO,NO,, ,N,0,0,0,0,0, , ,0,0, ,51,DPW
682224.702654008,819771.411205359,52,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,8b29b283-8239-4d3a-a659-d3da4520f4bb,Y,CP,CPP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,52,DPW
682359.624628261,820019.294567861,53,Stellar Services Field Survey,,,,30,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,6f446887-8a9a-47ed-8c96-f02b77fb17c1,Y,CP,CPP,CIRC,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,53,DPW
682347.037711177,820043.35685569,54,Stellar Services Field Survey,,,,54,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,f2fd21c4-785f-459e-b78c-bea14ded892e,Y,CP,RCP,CIRC,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,54,DPW
682344.903857175,820046.86242611,55,Stellar Services Field Survey,,,,30,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,23d8f70b-0ff6-4057-9dd7-7255a44496e1,Y,CP,RCP,CIRC,1,NO,Y,TRI,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,55,DPW
682582.636321343,822159.973029271,56,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,0db627bf-8902-498a-a7cd-fba074012a32,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,56,DPW
683309.131587509,822735.238611028,57,Stellar Services Field Survey,,,,30,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,320bc26e-f0ff-42b5-b9b3-0b8087b3afd4,Y,CP,RCP, ,1,SP,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,57,DPW
682699.644945592,822293.645990275,58,Stellar Services Field Survey,,,,16,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,ee136cc5-8369-41b2-b198-1f1935eaba9e,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,58,DPW
682686.347071927,822322.359843604,59,Stellar Services Field Survey,,,,0,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,94bc8dc5-8941-485c-87d9-76df8070e7f4,Y,OD,EAR,SWL,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,59,DPW
682724.394239925,822309.348714776,60,Stellar Services Field Survey,,,,24,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,e925d8b7-d692-4949-8598-f1ac48936387,Y,CP,RCP,CIRC,1,WP,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,60,DPW
682748.61400776,822305.861845106,61,Stellar Services Field Survey,,,,30,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,34af90e6-9d65-47a8-8703-f1ab25121038,Y,CP,RCP,CIRC,1,WP,Y,TRI,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,61,DPW
682879.007775843,822420.176905192,62,Stellar Services Field Survey,,,,12,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,dbe18107-6c7a-494a-8c6c-9e3b6431325f,Y,CP,CMP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,62,DPW
682953.063402008,822516.383077607,63,Stellar Services Field Survey,,,,15,0,0,,,,,,, ,,,,0,0,,0,,,,,,,,,POCANTICO AND SAW MILL RIVER BASIN,Institutional and Public Assembly,Outfall,,,a986bea4-8421-4a41-b25a-9166f5bfec27,Y,CP,RCP,CIRC,1,NO,N,NO,NO,NO,NO,NO,NO,2019/07/17 00:00:00+00,0,N,0,0,0,0,0, , ,0,0, ,63,DPW
