Equipment Category,Measure ID,Area Served,Unit ID ,Common Space ID,Site ID,Multifamily Owner Manager (MOM) Survey ID,Climate Zone,Region,County ,Construction Type,Electric Provider,Gas Provider,Appliance Category,Appliance Category ID,Type/Style of Appliance,Other Large Appliances,Number of Appliance Units,Year of Appliance Manufacture,Appliance Manufacture Year Known or Estimated,Appliance Manufacturer,Appliance Model Number,Wattage of Appliance,Appliance Fuel,Appliance Energy Star Certified?,Computer Monitor Type,Dishwasher Efficiency (Energy Factor),Dishwasher Usage Pattern (cycles/week),Fan Usage,Humidifier/Dehumidifier Usage,Clothes Washing Machine Temperature,Clothes Washer Usage Pattern (loads/week),Heated Pool/Hot Tub,Location of Refrigerator,Size of Refrigerator/Freezer (cubic ft.),Refrigerator with an In-door Water Dispenser,Television Screen Size (inches),Air Duct Insulation Type in Unconditioned Space,Air Duct Type in Unconditioned Space,Visual Inspection of Air Duct Seal,Air Duct Distribution in Unconditioned (%),Air Duct Distribution that is  Insulated in Unconditioned Space (%),Thickness of Insulation Around the Return Air Duct (inches),Air Duct Supply Insulation Thickness (inches),Number of Disconnected Air Ducts,Type of Air Duct System,Type of Building Served by DHW,DHW Type,DHW Fuel Type,Number of Water Heaters,DHW Manufacture Year,DHW Manufacture Year Known or Estimated,DHW Unit Manufacturer,DHW Unit Model,DHW Unit Energy Factor,DHW Efficiency Data Source,Water Temperature Setting (DHW),DHW Venting,DHW Unit Heat Recovery,Efficiency rating of DHW heat recovery,Presence of Orphan Natural Draft DHW,Storage Volume of the DHW Unit (gallons),Thickness of DHW pipe insulation (inches),DHW Insulation Thickness (inches),DHW Unit in Conditioned or Unconditioned Part of House?,Surface Type,Construction Material of Envelope,Construction Material of Envelope (Categorical),Depth Below Grade (feet),Ceiling Type,Attic Access Insulation Level,Attic Access Square Feet,Attic Access Weather Stripping,Percentage of total exterior and interior surfaces that are insulated,Exterior or continuous insulation type,Data source for the on-site inspector determining exterior or continuous insulation characteristics,Exterior or continuous insulation quality (grade I-III),Exterior or continuous insulation thickness (inches),Interior or cavity insulation type,Data source for the on-site inspector determining interior or cavity insulation characteristics,Interior or cavity insulation quality (grade I-III),Interior or cavity insulation thickness (inches),Does the home have perimeter insulation,Window Or Door,Number of Doors,Door Material,Door Weather Stripping,Number of Windows,Window Size (sqft),Overall Window Condition,U Factor of Window Insulation,Window Frame Type,Window Glazing,Gas Filled Window,Presence of Bay Windows,Storm Windows,Window Treatments,HVAC Controls Thermostat Type,HVAC Systems Served,Cooling Setback Hours,Cooling Setback Temperature,Heating Setback Hours,Heating Setback Temperature,Set Point Temperature in Cooling Season,Set Point Temperature in Heating Season,Status of Thermostat at Time of Inspection,Programmable Thermostats,What Unit Does the HVAC Cooling System Serve?,What Percentage of Conditioned Space Does the HVAC Cooling Unit Serve?,Is HVAC Cooling Primary or Secondary Source?,HVAC Cooling System Type,Year HVAC Cooling Unit was Manufactured,HVAC Cooling Manufacture Year Known or Estimated,HVAC Cooling Manufacturer,HVAC Cooling System Model,HVAC Cooling Capacity (BTU/Hr.),Number of AC Units,Rated Efficiency of HVAC Cooling System ,HVAC Cooling Efficiency Type,HVAC Cooling Efficiency Data Source,Is HVAC Cooling Energy Star?,Observed Visual Condition of HVAC Cooling System,Cooling Filter Slot Cover?,Condition of HVAC Cooling Furnace Air Filter,Location of HVAC Cooling System,When was HVAC Cooling System Last Serviced?,What Unit Does the HVAC Heating System Serve?,What Percentage of Conditioned Space Does the HVAC Heating Unit Serve?,Is Heating Primary or Secondary Source?,HVAC Heating System Type,Year HVAC Heating Unit was Manufactured,HVAC Heating Manufacture Year Estimated or Known,HVAC Heating Manufacturer,HVAC Heating Model,HVAC Heating Capacity (BTU/Hr.),HVAC System Fuel Type,Number of HVAC Heating Systems,Rated Efficiency of HVAC Heating System,HVAC Heating Efficiency Type,HVAC Heating Efficiency Data Source,Is HVAC Heating Energy Star?,Observed Visual Condition of HVAC Heating System,Is There An HVAC Heating Filter Slot Cover?,Condition of HVAC Heating Furnace Air Filter,Does the HVAC Heating Furnace have an Electronically Commutated Motor?,Location of HVAC Heating,Does the HVAC Heating System Have an Outdoor Reset?,Does the HVAC Heating System have Thermostatic Radiator valves?,HVAC Heating Venting Type,When was HVAC Heating System Last Serviced?,HVAC Ventilation Type,HVAC Ventilation Space Served,Number of HVAC Ventilation Operating Hours Per Day,HVAC Ventilation System Configuration,Number of Lighting Controls,Type of Lighting Controls,Number of Efficient Light Bulbs,Number of Halogen Light Bulbs,Number of Incandescent Light Bulbs,Number of Other Light Bulbs,Type of Other Light Bulbs,Number of T12 Light Bulbs,Location of Lighting Unit,Number of Other Plug Loads,Description of Other Plug Loads,Number of Cable Boxes Plugged into Smart Strips or Outlets ,Number of DVD Players Plugged into Smart Strips or Outlets,Number of Fax Machines Plugged into Smart Strips or Outlets,Number of Gaming Consoles Plugged into Smart Strips or Outlets,Number of Home Theater Systems Plugged into Smart Strips or Outlets,Number of Printers and Copiers Plugged into Smart Strips or Outlets,Number of Space Heaters Plugged into Smart Strips or Outlets,Number of Stereo Systems Plugged into Smart Strips or Outlets,Number of VCR's Plugged into Smart Strips or Outlets,"Number of Tier 1 Plug Loads, Smart Strips and Outlets","Number of Tier 2 Plug Loads, Smart Strips and Outlets"
Appliances,01F57A3F-7A41-44BB-B60A-5FA5E261F882,Three Bedroom,Unit01394,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,Computer,1BF375A9-94AD-48E5-8723-F180466F2613,Desktop,Not Applicable,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,LCD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighting Counts,02127059-28AE-4B8A-B27E-BF200F417ED2,Two Bedroom,Unit01391,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,Not Applicable,0,Bedroom,,,,,,,,,,,,,
Lighting Counts,071360AA-76E2-4D92-977F-B082AFB1B3BD,One Bedroom,Unit01393,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,Not Applicable,0,Bathroom,,,,,,,,,,,,,
Lighting Counts,084494CE-8301-4C8B-B48F-0D141F2EE7E9,Three Bedroom,Unit01397,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,Not Applicable,0,Bedroom,,,,,,,,,,,,,
Envelope Surfaces,109D913E-9ACD-4320-A52F-4EE1BF5A60EE,Whole Building,Not Applicable,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceiling,2x8,Wood Frame,Not Applicable,Sealed Attic,None,None,None,100,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Spray Foam,Reported,Grade III,2,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appliances,12ABAF47-FC7E-4370-ABAC-41682F24EDF3,Two Bedroom,Unit01391,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,TV,3DC2E17D-69E1-4AD6-832C-C4A8579EA120,LCD,Not Applicable,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVAC Heating,136E9F0D-5C25-457F-9C95-CB4257624613,Whole Building,Not Applicable,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF Building,100,Primary,"Boiler, Water",2002,Estimated,Lochinvar,cbn1795,"* 1,795,000",Natural Gas,2,81,AFUE %,Manufacturer's Specs,Unclear,Well Maintained,Not Applicable,Not Applicable,Not Applicable,Conditioned,Unknown,Not Applicable,Induced Draft,2014,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighting Counts,138ECBF9-A625-4C38-BC50-F4A854F888A6,Two Bedroom,Unit01396,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,Not Applicable,0,Closet,,,,,,,,,,,,,
Lighting Counts,16810D65-C08E-4B01-A91F-97E26437DAF8,One Bedroom,Unit01393,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,0,Not Applicable,0,Living Room,,,,,,,,,,,,,
Lighting Counts,1A371E75-0B55-4740-9581-82D3BC770FBF,Three Bedroom,Unit01394,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,Not Applicable,0,Bedroom,,,,,,,,,,,,,
Appliances,1DB6832C-B4AA-426C-BD8A-AAEBAD1EB432,Two Bedroom,Unit01396,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,ClothesDryer,C7D52E04-EB16-4AC4-BE54-B7D60E862405,Residential,Not Applicable,1,Not Recorded,Not Recorded,Not Applicable,Not Applicable,Not Applicable,Electricity,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighting Counts,1E579208-ADA7-4C94-841A-B6DC60EFF55E,One Bedroom,Unit01392,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,Not Applicable,0,Kitchen,,,,,,,,,,,,,
Lighting Counts,1F175D13-1511-410B-88A5-B482A893CD70,Three Bedroom,Unit01394,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,Not Applicable,0,Living Room,,,,,,,,,,,,,
Plug Loads,1FC6E1AA-B82A-48C8-A0E7-79F5DAFE6EA9,One Bedroom,Unit01393,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Recorded,Not Applicable,1,1,0,0,1,0,0,1,0,0,0
Lighting Counts,208D2DBB-58E4-4BA2-9861-1D9FCCFFF341,One Bedroom,Unit01392,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,Not Applicable,0,Entryway,,,,,,,,,,,,,
HVAC Controls,BCBBB2A9-20B0-46A2-B555-D87D4DDF8A7F,Three Bedroom,Unit01394,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analog,All Systems,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Recorded,72,Manual/Hold,Non-Programmable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appliances,2449FEDA-1D80-4480-9940-8C65210EF73D,Three Bedroom,Unit01395,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,TV,3DC2E17D-69E1-4AD6-832C-C4A8579EA120,LCD,Not Applicable,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appliances,24F2A470-1D89-47F7-B0DF-2BC9885865E8,One Bedroom,Unit01393,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,Dishwasher,7881B34E-2EF7-48BB-953B-3EB7215A58D9,Not Applicable,Not Applicable,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Recorded,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighting Counts,25A37ABD-523E-447F-9063-FCA36E94C14C,Three Bedroom,Unit01395,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,Not Applicable,0,Entryway,,,,,,,,,,,,,
Appliances,2A1BBEE1-C663-4443-BA5C-B8062C9D54ED,Two Bedroom,Unit01391,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,TV,3DC2E17D-69E1-4AD6-832C-C4A8579EA120,LCD,Not Applicable,2,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighting Counts,2AAA3539-7977-45C3-9244-F237B98F845E,One Bedroom,Unit01392,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,0,Not Applicable,0,Living Room,,,,,,,,,,,,,
Appliances,2B7FD1C2-B156-44CE-A74D-0A17D01C2B12,Two Bedroom,Unit01391,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,ClothesDryer,C7D52E04-EB16-4AC4-BE54-B7D60E862405,Residential,Not Applicable,1,2002,Estimated,Not Applicable,Not Applicable,Not Applicable,Electricity,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appliances,2C89C154-60CD-4725-ACD6-9E2AAA8F72EF,Two Bedroom,Unit01396,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,ClothesDryer,C7D52E04-EB16-4AC4-BE54-B7D60E862405,Residential,Not Applicable,1,2002,Estimated,Not Applicable,Not Applicable,Not Applicable,Electricity,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envelope Windows,2CA80825-3B63-491E-984F-431C6DC26131,Whole Building,Not Applicable,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,door,6,Steel,Good,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appliances,2CB422D0-5028-4B1B-97B6-CB9F4B0539B2,Three Bedroom,Unit01397,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,Dishwasher,7881B34E-2EF7-48BB-953B-3EB7215A58D9,Not Applicable,Not Applicable,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Recorded,3,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVAC Ventalation,2CD92CDB-1EF7-4342-9B7A-F2C864F7FFB6,Whole Building,Not Applicable,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rooftop,MF Building,24,Balanced,,,,,,,,,,,,,,,,,,,,,,
Appliances,2DC259C9-5C55-445B-B59A-29B65AAEE61B,Two Bedroom,Unit01391,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,Computer,1BF375A9-94AD-48E5-8723-F180466F2613,Laptop,Not Applicable,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,LCD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appliances,2DCF64BB-9E1C-4E87-8287-0CB0A6E1811C,Three Bedroom,Unit01395,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,Computer,1BF375A9-94AD-48E5-8723-F180466F2613,Laptop,Not Applicable,2,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,LCD,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighting Counts,2E3E024F-EF60-42C0-A3B5-42335D774FFB,Three Bedroom,Unit01395,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,0,Not Applicable,0,Bathroom,,,,,,,,,,,,,
Plug Loads,2F6C9075-6A1C-438A-92E3-937351F0A681,Three Bedroom,Unit01397,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Recorded,Not Applicable,1,1,0,1,0,1,0,1,0,0,0
Lighting Counts,34BCEDBE-504C-4F07-84CC-6CC2B73C8653,Three Bedroom,Unit01397,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,Not Applicable,0,Bathroom,,,,,,,,,,,,,
Lighting Counts,38422AD6-9474-4F75-ACF5-3EC7432725B2,Three Bedroom,Unit01395,Not Applicable,0139445E-E46F-49D3-AB48-0D10481888D8,144,Climate Zone 4,Mid-Hudson,Westchester,Existing,ConEd,ConEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,Not Applicable,0,Bedroom,,,,,,,,,,,,,
