sourceTypeID,monthID,monthVMTFraction,FIP
11,1,0.026201897,36001
11,2,0.023695598,36001
11,3,0.058327594,36001
11,4,0.10070599,36001
11,5,0.119388988,36001
11,6,0.126907987,36001
11,7,0.133287987,36001
11,8,0.134882987,36001
11,9,0.113237989,36001
11,10,0.09501029,36001
11,11,0.044201396,36001
11,12,0.024151298,36001
21,1,0.085744585,36001
21,2,0.087378306,36001
21,3,0.075666539,36001
21,4,0.059135737,36001
21,5,0.075673137,36001
21,6,0.089098851,36001
21,7,0.092422412,36001
21,8,0.09325363,36001
21,9,0.092904097,36001
21,10,0.090161142,36001
21,11,0.081985574,36001
21,12,0.07657599,36001
31,1,0.085744585,36001
31,2,0.087378306,36001
31,3,0.075666539,36001
31,4,0.059135737,36001
31,5,0.075673137,36001
31,6,0.089098851,36001
31,7,0.092422412,36001
31,8,0.09325363,36001
31,9,0.092904097,36001
31,10,0.090161142,36001
31,11,0.081985574,36001
31,12,0.07657599,36001
32,1,0.085744585,36001
32,2,0.087378306,36001
32,3,0.075666539,36001
32,4,0.059135737,36001
32,5,0.075673137,36001
32,6,0.089098851,36001
32,7,0.092422412,36001
32,8,0.09325363,36001
32,9,0.092904097,36001
32,10,0.090161142,36001
32,11,0.081985574,36001
32,12,0.07657599,36001
41,1,0.085744585,36001
41,2,0.087378306,36001
41,3,0.075666539,36001
41,4,0.059135737,36001
41,5,0.075673137,36001
41,6,0.089098851,36001
41,7,0.092422412,36001
41,8,0.09325363,36001
41,9,0.092904097,36001
41,10,0.090161142,36001
41,11,0.081985574,36001
41,12,0.07657599,36001
42,1,0.085744585,36001
42,2,0.087378306,36001
42,3,0.075666539,36001
42,4,0.059135737,36001
42,5,0.075673137,36001
42,6,0.089098851,36001
42,7,0.092422412,36001
42,8,0.09325363,36001
42,9,0.092904097,36001
42,10,0.090161142,36001
42,11,0.081985574,36001
42,12,0.07657599,36001
43,1,0.085744585,36001
43,2,0.087378306,36001
43,3,0.075666539,36001
43,4,0.059135737,36001
43,5,0.075673137,36001
43,6,0.089098851,36001
43,7,0.092422412,36001
43,8,0.09325363,36001
43,9,0.092904097,36001
43,10,0.090161142,36001
43,11,0.081985574,36001
43,12,0.07657599,36001
51,1,0.085744585,36001
51,2,0.087378306,36001
51,3,0.075666539,36001
51,4,0.059135737,36001
51,5,0.075673137,36001
51,6,0.089098851,36001
51,7,0.092422412,36001
51,8,0.09325363,36001
51,9,0.092904097,36001
51,10,0.090161142,36001
51,11,0.081985574,36001
51,12,0.07657599,36001
52,1,0.085744585,36001
52,2,0.087378306,36001
52,3,0.075666539,36001
52,4,0.059135737,36001
52,5,0.075673137,36001
52,6,0.089098851,36001
52,7,0.092422412,36001
52,8,0.09325363,36001
52,9,0.092904097,36001
52,10,0.090161142,36001
52,11,0.081985574,36001
52,12,0.07657599,36001
53,1,0.085744585,36001
53,2,0.087378306,36001
53,3,0.075666539,36001
53,4,0.059135737,36001
53,5,0.075673137,36001
53,6,0.089098851,36001
53,7,0.092422412,36001
53,8,0.09325363,36001
53,9,0.092904097,36001
53,10,0.090161142,36001
53,11,0.081985574,36001
53,12,0.07657599,36001
54,1,0.085744585,36001
54,2,0.087378306,36001
54,3,0.075666539,36001
54,4,0.059135737,36001
54,5,0.075673137,36001
54,6,0.089098851,36001
54,7,0.092422412,36001
54,8,0.09325363,36001
54,9,0.092904097,36001
54,10,0.090161142,36001
54,11,0.081985574,36001
54,12,0.07657599,36001
61,1,0.085744585,36001
61,2,0.087378306,36001
61,3,0.075666539,36001
61,4,0.059135737,36001
61,5,0.075673137,36001
61,6,0.089098851,36001
61,7,0.092422412,36001
61,8,0.09325363,36001
61,9,0.092904097,36001
61,10,0.090161142,36001
61,11,0.081985574,36001
61,12,0.07657599,36001
62,1,0.085744585,36001
62,2,0.087378306,36001
62,3,0.075666539,36001
62,4,0.059135737,36001
62,5,0.075673137,36001
62,6,0.089098851,36001
62,7,0.092422412,36001
62,8,0.09325363,36001
62,9,0.092904097,36001
62,10,0.090161142,36001
62,11,0.081985574,36001
62,12,0.07657599,36001
11,1,0.026201897,36003
11,2,0.023695598,36003
11,3,0.058327594,36003
11,4,0.10070599,36003
11,5,0.119388988,36003
11,6,0.126907987,36003
11,7,0.133287987,36003
11,8,0.134882987,36003
11,9,0.113237989,36003
11,10,0.09501029,36003
11,11,0.044201396,36003
11,12,0.024151298,36003
21,1,0.076923484,36003
21,2,0.079419991,36003
21,3,0.07043473,36003
21,4,0.055553225,36003
21,5,0.076972402,36003
21,6,0.094037413,36003
21,7,0.102656347,36003
21,8,0.103542655,36003
21,9,0.099576708,36003
21,10,0.091924854,36003
21,11,0.078939548,36003
21,12,0.070018644,36003
31,1,0.076923484,36003
31,2,0.079419991,36003
31,3,0.07043473,36003
31,4,0.055553225,36003
31,5,0.076972402,36003
31,6,0.094037413,36003
31,7,0.102656347,36003
31,8,0.103542655,36003
31,9,0.099576708,36003
31,10,0.091924854,36003
31,11,0.078939548,36003
31,12,0.070018644,36003
32,1,0.076923484,36003
32,2,0.079419991,36003
32,3,0.07043473,36003
32,4,0.055553225,36003
32,5,0.076972402,36003
32,6,0.094037413,36003
32,7,0.102656347,36003
32,8,0.103542655,36003
32,9,0.099576708,36003
32,10,0.091924854,36003
32,11,0.078939548,36003
32,12,0.070018644,36003
41,1,0.076923484,36003
41,2,0.079419991,36003
41,3,0.07043473,36003
41,4,0.055553225,36003
41,5,0.076972402,36003
41,6,0.094037413,36003
41,7,0.102656347,36003
41,8,0.103542655,36003
41,9,0.099576708,36003
41,10,0.091924854,36003
41,11,0.078939548,36003
41,12,0.070018644,36003
42,1,0.076923484,36003
42,2,0.079419991,36003
42,3,0.07043473,36003
42,4,0.055553225,36003
42,5,0.076972402,36003
42,6,0.094037413,36003
42,7,0.102656347,36003
42,8,0.103542655,36003
42,9,0.099576708,36003
42,10,0.091924854,36003
42,11,0.078939548,36003
42,12,0.070018644,36003
43,1,0.076923484,36003
43,2,0.079419991,36003
43,3,0.07043473,36003
43,4,0.055553225,36003
43,5,0.076972402,36003
43,6,0.094037413,36003
43,7,0.102656347,36003
43,8,0.103542655,36003
43,9,0.099576708,36003
43,10,0.091924854,36003
43,11,0.078939548,36003
43,12,0.070018644,36003
51,1,0.076923484,36003
51,2,0.079419991,36003
51,3,0.07043473,36003
51,4,0.055553225,36003
51,5,0.076972402,36003
51,6,0.094037413,36003
51,7,0.102656347,36003
51,8,0.103542655,36003
51,9,0.099576708,36003
51,10,0.091924854,36003
51,11,0.078939548,36003
51,12,0.070018644,36003
52,1,0.076923484,36003
52,2,0.079419991,36003
52,3,0.07043473,36003
52,4,0.055553225,36003
52,5,0.076972402,36003
52,6,0.094037413,36003
52,7,0.102656347,36003
52,8,0.103542655,36003
52,9,0.099576708,36003
52,10,0.091924854,36003
52,11,0.078939548,36003
52,12,0.070018644,36003
53,1,0.076923484,36003
53,2,0.079419991,36003
53,3,0.07043473,36003
53,4,0.055553225,36003
53,5,0.076972402,36003
53,6,0.094037413,36003
53,7,0.102656347,36003
53,8,0.103542655,36003
53,9,0.099576708,36003
53,10,0.091924854,36003
53,11,0.078939548,36003
53,12,0.070018644,36003
54,1,0.076923484,36003
54,2,0.079419991,36003
54,3,0.07043473,36003
54,4,0.055553225,36003
54,5,0.076972402,36003
54,6,0.094037413,36003
54,7,0.102656347,36003
54,8,0.103542655,36003
54,9,0.099576708,36003
54,10,0.091924854,36003
54,11,0.078939548,36003
54,12,0.070018644,36003
61,1,0.076923484,36003
61,2,0.079419991,36003
61,3,0.07043473,36003
61,4,0.055553225,36003
61,5,0.076972402,36003
61,6,0.094037413,36003
61,7,0.102656347,36003
61,8,0.103542655,36003
61,9,0.099576708,36003
61,10,0.091924854,36003
61,11,0.078939548,36003
61,12,0.070018644,36003
62,1,0.076923484,36003
62,2,0.079419991,36003
62,3,0.07043473,36003
62,4,0.055553225,36003
62,5,0.076972402,36003
62,6,0.094037413,36003
62,7,0.102656347,36003
62,8,0.103542655,36003
62,9,0.099576708,36003
62,10,0.091924854,36003
62,11,0.078939548,36003
62,12,0.070018644,36003
11,1,0.026201897,36005
11,2,0.023695598,36005
11,3,0.058327594,36005
11,4,0.10070599,36005
11,5,0.119388988,36005
11,6,0.126907987,36005
11,7,0.133287987,36005
11,8,0.134882987,36005
11,9,0.113237989,36005
11,10,0.09501029,36005
