fuelFormulationID,fuelSubtypeID,RVP,sulfurLevel,ETOHVolume,MTBEVolume,ETBEVolume,TAMEVolume,aromaticContent,olefinContent,benzeneContent,e200,e300,volToWtPercentOxy,BioDieselEsterVolume,CetaneIndex,PAHContent,T50,T90,FIP
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36023
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36023
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36023
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36023
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36023
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36023
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36023
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36023
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36023
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36023
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36025
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36025
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36025
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36025
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36025
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36025
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36025
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36025
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36025
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36025
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36025
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36025
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36025
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36025
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36025
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36025
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36025
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36025
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36025
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36025
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36025
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36025
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36027
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36027
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36027
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36027
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36027
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36027
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36027
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36027
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36027
8066,12,7.24,19.7,10,0,0,0,17.681,13.6087,0.591822,40.7243,82.7582,,0,0,0,218.746,330.508,36027
8067,12,13.4,19.6563,10,0,0,0,17.7213,12.7213,0.668291,58.7401,88.2035,,0,0,0,154.538,307.749,36027
8068,12,10.5,20.2563,10,0,0,0,18.424,13.3425,0.651291,54.6774,87.0011,,0,0,0,171.765,312.818,36027
8366,10,7,20.3759,0,0,0,0,19.8803,12.0357,0.591822,37.2315,83.7133,,0,0,0,225.874,326.167,36027
8367,10,12.6,19.6563,0,0,0,0,19.4213,11.0213,0.678291,52.3401,88.0035,,0,0,0,195.041,306.666,36027
8368,10,9.7,20.2563,0,0,0,0,20.124,11.6425,0.661291,48.2774,86.8011,,0,0,0,203.332,312.131,36027
8666,15,6.85,19.3571,15,0,0,0,16.7963,12.9539,0.562231,56.2127,83.6989,,0,0,0,165.381,327.461,36027
8667,15,13.25,18.6734,15,0,0,0,16.8353,12.0852,0.634877,57.8141,88.6395,,0,0,0,156.993,305.296,36027
8668,15,10.35,19.2434,15,0,0,0,17.5028,12.6754,0.618727,57.3918,87.5628,,0,0,0,159.205,310.126,36027
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36027
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36027
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36027
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36027
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36029
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36029
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36029
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36029
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36029
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36029
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36029
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36029
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36029
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36029
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36029
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36029
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36029
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36029
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36029
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36029
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36029
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36029
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36029
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36029
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36029
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36029
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36031
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36031
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36031
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36031
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36031
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36031
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36031
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36031
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36031
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36031
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36031
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36031
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36031
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36031
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36031
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36031
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36031
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36031
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36031
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36031
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36031
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36031
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36033
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36033
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36033
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36033
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36033
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36033
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36033
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36033
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36033
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36033
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36033
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36033
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36033
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36033
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36033
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36033
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36033
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36033
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36033
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36033
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36033
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36033
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36035
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36035
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36035
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36035
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36035
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36035
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36035
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36035
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36035
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36035
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36035
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36035
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36035
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36035
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36035
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36035
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36035
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36035
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36035
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36035
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36035
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36035
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36037
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36037
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36037
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36037
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36037
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36037
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36037
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36037
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36037
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36037
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36037
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36037
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36037
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36037
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36037
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36037
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36037
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36037
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36037
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36037
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36037
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36037
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36039
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36039
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36039
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36039
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36039
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36039
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36039
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36039
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36039
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36039
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36039
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36039
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36039
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36039
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36039
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36039
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36039
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36039
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36039
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36039
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36039
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36039
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36041
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36041
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36041
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36041
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36041
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36041
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36041
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36041
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36041
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36041
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36041
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36041
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36041
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36041
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36041
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36041
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36041
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36041
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36041
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36041
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36041
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36041
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36043
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36043
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36043
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36043
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36043
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36043
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36043
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36043
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36043
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36043
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36043
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36043
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36043
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36043
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36043
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36043
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36043
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36043
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36043
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36043
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36043
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36043
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36045
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36045
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36045
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36045
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36045
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36045
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36045
98,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36045
99,12,8.8,30,10,0,0,0,25.77,8.44,0.65,47.61,84.89,,0,0,0,212.282,321.719,36045
8105,12,8.59,23.1,10,0,0,0,24.1813,9.42796,0.985782,42.3813,83.9552,,0,0,0,215.365,325.067,36045
8106,12,12.5,21.158,10,0,0,0,20.4888,10.2143,0.90535,52.8727,85.6809,,0,0,0,182.111,318.384,36045
8107,12,10.5,20.233,10,0,0,0,23.2346,10.7237,0.95485,52.0168,85.6846,,0,0,0,187.018,318.369,36045
8405,10,9,19.6379,0,0,0,0,26.3848,7.68948,0.985782,40.4071,84.4956,,0,0,0,219.394,322.611,36045
8406,10,11.7,21.158,0,0,0,0,22.1888,8.51431,0.91535,46.4727,85.4809,,0,0,0,207.015,318.132,36045
8407,10,9.7,20.233,0,0,0,0,24.9346,9.02371,0.96485,45.6168,85.4846,,0,0,0,208.762,318.115,36045
8705,15,8.85,18.656,15,0,0,0,22.9756,8.825,0.936493,56.3702,85.14,,0,0,0,164.556,320.996,36045
8706,15,12.35,20.1001,15,0,0,0,19.4644,9.7036,0.860083,57.1382,86.3806,,0,0,0,160.533,315.43,36045
8707,15,10.35,19.2213,15,0,0,0,22.0729,10.1875,0.907108,57.018,86.3839,,0,0,0,161.163,315.415,36045
25003,21,0,6,0,0,0,0,0,0,0,0,0,,3.4,0,0,0,0,36045
27001,51,10.5,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36045
27002,51,7.7,8,74,0,0,0,0,0,0.16,999,999,,0,0,0,999,999,36045
28001,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36045
10,10,6.9,30,0,0,0,0,26.1,5.6,1,41.09,83.09,,0,0,0,218,329,36047
20,20,0,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36047
30,30,0,7.6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36047
50,51,7.7,11,85,0,0,0,0,0,0,999,999,,0,0,0,999,999,36047
90,90,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36047
96,10,8.7,338,0,0,0,0,26.4,11.9,1.64,50,83,,0,0,0,199.816,329.409,36047
97,10,6.6,150,0,0,0,0,24,11,0.8,52,84,,0,0,0,195.735,324.864,36047
