sourceTypeID,monthID,monthVMTFraction,FIP
51,8,0.09869383,36009
51,9,0.092639347,36009
51,10,0.088194427,36009
51,11,0.079281349,36009
51,12,0.07411093,36009
52,1,0.06450721,36009
52,2,0.065748384,36009
52,3,0.07510674,36009
52,4,0.079992495,36009
52,5,0.087816812,36009
52,6,0.094993887,36009
52,7,0.098914589,36009
52,8,0.09869383,36009
52,9,0.092639347,36009
52,10,0.088194427,36009
52,11,0.079281349,36009
52,12,0.07411093,36009
53,1,0.06450721,36009
53,2,0.065748384,36009
53,3,0.07510674,36009
53,4,0.079992495,36009
53,5,0.087816812,36009
53,6,0.094993887,36009
53,7,0.098914589,36009
53,8,0.09869383,36009
53,9,0.092639347,36009
53,10,0.088194427,36009
53,11,0.079281349,36009
53,12,0.07411093,36009
54,1,0.06450721,36009
54,2,0.065748384,36009
54,3,0.07510674,36009
54,4,0.079992495,36009
54,5,0.087816812,36009
54,6,0.094993887,36009
54,7,0.098914589,36009
54,8,0.09869383,36009
54,9,0.092639347,36009
54,10,0.088194427,36009
54,11,0.079281349,36009
54,12,0.07411093,36009
61,1,0.064119093,36009
61,2,0.065417486,36009
61,3,0.074743519,36009
61,4,0.079748722,36009
61,5,0.087821246,36009
61,6,0.095294034,36009
61,7,0.09961953,36009
61,8,0.099389233,36009
61,9,0.092891673,36009
61,10,0.088184628,36009
61,11,0.079051774,36009
61,12,0.073719061,36009
62,1,0.064119093,36009
62,2,0.065417486,36009
62,3,0.074743519,36009
62,4,0.079748722,36009
62,5,0.087821246,36009
62,6,0.095294034,36009
62,7,0.09961953,36009
62,8,0.099389233,36009
62,9,0.092891673,36009
62,10,0.088184628,36009
62,11,0.079051774,36009
62,12,0.073719061,36009
11,1,0.064716342,36011
11,2,0.065926684,36011
11,3,0.075302456,36011
11,4,0.080123849,36011
11,5,0.087814423,36011
11,6,0.094832157,36011
11,7,0.098534741,36011
11,8,0.098319121,36011
11,9,0.092503384,36011
11,10,0.088199707,36011
11,11,0.079405052,36011
11,12,0.074322084,36011
21,1,0.064973753,36011
21,2,0.066146146,36011
21,3,0.075543355,36011
21,4,0.080285527,36011
21,5,0.087811482,36011
21,6,0.09463309,36011
21,7,0.098067202,36011
21,8,0.097857908,36011
21,9,0.092336034,36011
21,10,0.088206206,36011
21,11,0.079557313,36011
21,12,0.074581984,36011
31,1,0.064973753,36011
31,2,0.066146146,36011
31,3,0.075543355,36011
31,4,0.080285527,36011
31,5,0.087811482,36011
31,6,0.09463309,36011
31,7,0.098067202,36011
31,8,0.097857908,36011
31,9,0.092336034,36011
31,10,0.088206206,36011
31,11,0.079557313,36011
31,12,0.074581984,36011
32,1,0.064973753,36011
32,2,0.066146146,36011
32,3,0.075543355,36011
32,4,0.080285527,36011
32,5,0.087811482,36011
32,6,0.09463309,36011
32,7,0.098067202,36011
32,8,0.097857908,36011
32,9,0.092336034,36011
32,10,0.088206206,36011
32,11,0.079557313,36011
32,12,0.074581984,36011
41,1,0.065052166,36011
41,2,0.066212998,36011
41,3,0.075616738,36011
41,4,0.080334777,36011
41,5,0.087810587,36011
41,6,0.09457245,36011
41,7,0.097924781,36011
41,8,0.097717414,36011
41,9,0.092285056,36011
41,10,0.088208186,36011
41,11,0.079603695,36011
41,12,0.074661154,36011
42,1,0.065052166,36011
42,2,0.066212998,36011
42,3,0.075616738,36011
42,4,0.080334777,36011
42,5,0.087810587,36011
42,6,0.09457245,36011
42,7,0.097924781,36011
42,8,0.097717414,36011
42,9,0.092285056,36011
42,10,0.088208186,36011
42,11,0.079603695,36011
42,12,0.074661154,36011
43,1,0.065052166,36011
43,2,0.066212998,36011
43,3,0.075616738,36011
43,4,0.080334777,36011
43,5,0.087810587,36011
43,6,0.09457245,36011
43,7,0.097924781,36011
43,8,0.097717414,36011
43,9,0.092285056,36011
43,10,0.088208186,36011
43,11,0.079603695,36011
43,12,0.074661154,36011
51,1,0.064410057,36011
51,2,0.065665554,36011
51,3,0.075015819,36011
51,4,0.079931474,36011
51,5,0.087817922,36011
51,6,0.09506902,36011
51,7,0.09909105,36011
51,8,0.098867903,36011
51,9,0.092702509,36011
51,10,0.088191974,36011
51,11,0.079223882,36011
51,12,0.074012837,36011
52,1,0.064410057,36011
52,2,0.065665554,36011
52,3,0.075015819,36011
52,4,0.079931474,36011
52,5,0.087817922,36011
52,6,0.09506902,36011
52,7,0.09909105,36011
52,8,0.098867903,36011
52,9,0.092702509,36011
52,10,0.088191974,36011
52,11,0.079223882,36011
52,12,0.074012837,36011
53,1,0.064410057,36011
53,2,0.065665554,36011
53,3,0.075015819,36011
53,4,0.079931474,36011
53,5,0.087817922,36011
53,6,0.09506902,36011
53,7,0.09909105,36011
53,8,0.098867903,36011
53,9,0.092702509,36011
53,10,0.088191974,36011
53,11,0.079223882,36011
53,12,0.074012837,36011
54,1,0.064410057,36011
