sourceTypeID,yearID,ageID,ageFraction,FIP
54,2020,23,0.018236074,36001
61,2020,30,0.031604538,36001
53,2020,5,0.03853211,36001
61,2020,19,0.019448947,36001
61,2020,20,0.038897893,36001
61,2020,21,0.019448947,36001
61,2020,22,0.024311183,36001
61,2020,23,0.010534846,36001
61,2020,24,0.010534846,36001
61,2020,25,0.019448947,36001
61,2020,26,0.009724473,36001
61,2020,27,0.0089141,36001
54,2020,12,0.037466844,36001
61,2020,29,0.004862237,36001
54,2020,11,0.010941645,36001
54,2020,0,0.030503979,36001
54,2020,1,0.046750663,36001
54,2020,2,0.054376658,36001
54,2020,3,0.074933687,36001
54,2020,4,0.053381963,36001
54,2020,5,0.049734748,36001
54,2020,6,0.037798408,36001
54,2020,7,0.026856764,36001
54,2020,8,0.016578249,36001
54,2020,9,0.022214854,36001
61,2020,17,0.021069692,36001
61,2020,28,0.002431118,36001
21,2020,0,0.01861762,36001
31,2020,19,0.010691317,36001
31,2020,20,0.008386928,36001
31,2020,21,0.006339794,36001
31,2020,22,0.004693802,36001
31,2020,23,0.004214175,36001
31,2020,24,0.002524581,36001
31,2020,25,0.00268155,36001
31,2020,26,0.002040594,36001
31,2020,27,0.00125357,36001
31,2020,28,0.001009396,36001
21,2020,11,0.04778807,36001
31,2020,30,0.00860058,36001
31,2020,16,0.02687654,36001
21,2020,1,0.050873373,36001
21,2020,2,0.057723155,36001
21,2020,3,0.067439813,36001
21,2020,4,0.064699217,36001
21,2020,5,0.067453464,36001
21,2020,6,0.066852786,36001
21,2020,7,0.071658214,36001
21,2020,8,0.064750411,36001
21,2020,9,0.047818786,36001
32,2020,23,0.003415819,36001
31,2020,29,0.000767403,36001
31,2020,5,0.07741394,36001
32,2020,24,0.001695258,36001
32,2020,25,0.001745863,36001
32,2020,26,0.001695258,36001
32,2020,27,0.001265118,36001
32,2020,28,0.000759071,36001
32,2020,29,0.000556652,36001
32,2020,30,0.007337685,36001
31,2020,0,0.043680917,36001
31,2020,1,0.107381892,36001
31,2020,2,0.101807321,36001
31,2020,18,0.014942554,36001
31,2020,4,0.082022717,36001
31,2020,17,0.0200702,36001
31,2020,6,0.064134819,36001
31,2020,7,0.049493122,36001
31,2020,8,0.046791951,36001
31,2020,9,0.044581308,36001
31,2020,10,0.032719266,36001
31,2020,11,0.025463821,36001
31,2020,12,0.035564324,36001
31,2020,13,0.030236107,36001
31,2020,14,0.028762345,36001
31,2020,15,0.028452768,36001
21,2020,12,0.048791476,36001
31,2020,3,0.086400401,36001
11,2020,20,0.023449199,36001
11,2020,8,0.039124478,36001
11,2020,9,0.028674292,36001
11,2020,10,0.026635231,36001
11,2020,11,0.05209163,36001
11,2020,12,0.052505815,36001
11,2020,13,0.059387645,36001
11,2020,14,0.056233472,36001
11,2020,15,0.054289993,36001
11,2020,16,0.041609584,36001
11,2020,17,0.051550005,36001
21,2020,10,0.051453574,36001
11,2020,19,0.030840794,36001
11,2020,5,0.039443082,36001
11,2020,21,0.019912703,36001
11,2020,22,0.014464587,36001
11,2020,23,0.013126454,36001
11,2020,24,0.011119253,36001
11,2020,25,0.009366935,36001
11,2020,26,0.006372065,36001
11,2020,27,0.006531366,36001
43,2020,15,0.006578947,36001
11,2020,29,0.005129512,36001
53,2020,6,0.035779817,36001
11,2020,18,0.038582853,36001
21,2020,25,0.003392468,36001
21,2020,13,0.045511635,36001
21,2020,14,0.036924663,36001
21,2020,15,0.033849598,36001
21,2020,16,0.026375247,36001
21,2020,17,0.022863325,36001
21,2020,18,0.01647429,36001
21,2020,19,0.013494788,36001
21,2020,20,0.011279786,36001
21,2020,21,0.00810916,36001
21,2020,22,0.005986307,36001
11,2020,7,0.038104948,36001
21,2020,24,0.003129671,36001
11,2020,6,0.039347501,36001
21,2020,26,0.002180872,36001
21,2020,27,0.001860056,36001
21,2020,28,0.001747428,36001
21,2020,29,0.001849817,36001
21,2020,30,0.03456973,36001
11,2020,0,0.017172715,36001
11,2020,1,0.030904515,36001
11,2020,2,0.033071017,36001
11,2020,3,0.035014496,36001
11,2020,4,0.041673304,36001
11,2020,28,0.005639277,36001
21,2020,23,0.004481198,36001
42,2020,24,0,36001
41,2020,4,0.072874494,36001
42,2020,13,0.059665871,36001
42,2020,14,0.021479714,36001
42,2020,15,0.002386635,36001
42,2020,16,0.002386635,36001
42,2020,17,0.002386635,36001
42,2020,18,0.007159905,36001
42,2020,19,0.002386635,36001
42,2020,20,0.00477327,36001
42,2020,21,0.011933174,36001
42,2020,11,0.069212411,36001
42,2020,23,0.002386635,36001
42,2020,10,0.121718377,36001
42,2020,25,0,36001
42,2020,26,0,36001
42,2020,27,0,36001
42,2020,28,0,36001
42,2020,29,0,36001
42,2020,30,0.016706444,36001
41,2020,0,0.024291498,36001
41,2020,1,0.101214575,36001
41,2020,2,0.076923077,36001
41,2020,3,0.044534413,36001
42,2020,22,0.002386635,36001
43,2020,30,0.004605263,36001
43,2020,17,0.005263158,36001
43,2020,19,0.004605263,36001
43,2020,20,0.003289474,36001
43,2020,21,0.000657895,36001
43,2020,22,0.001315789,36001
43,2020,23,0.000986842,36001
43,2020,24,0.000328947,36001
43,2020,25,0.000328947,36001
43,2020,26,0.000657895,36001
43,2020,27,0.000328947,36001
42,2020,12,0.064439141,36001
43,2020,29,0,36001
43,2020,18,0.004934211,36001
42,2020,0,0.045346062,36001
42,2020,1,0.069212411,36001
42,2020,2,0.064439141,36001
42,2020,3,0.076372315,36001
42,2020,4,0.064439141,36001
42,2020,5,0.069212411,36001
42,2020,6,0.047732697,36001
42,2020,7,0.064439141,36001
42,2020,8,0.093078759,36001
42,2020,9,0.014319809,36001
43,2020,28,0.000328947,36001
32,2020,12,0.05589292,36001
32,2020,0,0.051490309,36001
32,2020,1,0.10128536,36001
32,2020,2,0.092859673,36001
32,2020,3,0.084206265,36001
32,2020,4,0.076893882,36001
32,2020,5,0.079778351,36001
32,2020,6,0.053539801,36001
32,2020,7,0.047543141,36001
32,2020,8,0.045316533,36001
32,2020,22,0.003466424,36001
41,2020,30,0.004048583,36001
41,2020,5,0.068825911,36001
32,2020,9,0.048934771,36001
32,2020,13,0.035423309,36001
32,2020,14,0.038155964,36001
32,2020,15,0.026263853,36001
32,2020,16,0.026668691,36001
32,2020,17,0.016800769,36001
32,2020,18,0.012448763,36001
32,2020,19,0.011942715,36001
32,2020,20,0.007767826,36001
32,2020,21,0.005414706,36001
43,2020,16,0.006907895,36001
32,2020,10,0.031552047,36001
41,2020,12,0.020242915,36001
41,2020,6,0.109311741,36001
32,2020,11,0.027883204,36001
41,2020,29,0,36001
41,2020,7,0.085020243,36001
41,2020,8,0.093117409,36001
41,2020,9,0.064777328,36001
41,2020,11,0.04048583,36001
41,2020,13,0.032388664,36001
41,2020,14,0.016194332,36001
41,2020,15,0.024291498,36001
41,2020,16,0.004048583,36001
41,2020,26,0,36001
41,2020,28,0.004048583,36001
41,2020,10,0.064777328,36001
41,2020,27,0,36001
41,2020,17,0.004048583,36001
41,2020,25,0.008097166,36001
41,2020,24,0,36001
41,2020,23,0,36001
41,2020,22,0.012145749,36001
41,2020,21,0,36001
41,2020,20,0.008097166,36001
41,2020,19,0.012145749,36001
41,2020,18,0.004048583,36001
41,2020,27,0,36003
41,2020,20,0,36003
41,2020,18,0.019354839,36003
41,2020,19,0.012903226,36003
41,2020,21,0.006451613,36003
41,2020,22,0.006451613,36003
41,2020,23,0,36003
41,2020,24,0,36003
41,2020,26,0,36003
41,2020,17,0,36003
41,2020,25,0,36003
41,2020,16,0.012903226,36003
41,2020,15,0,36003
41,2020,14,0.012903226,36003
41,2020,13,0.019354839,36003
41,2020,12,0.019354839,36003
41,2020,11,0.019354839,36003
41,2020,10,0.04516129,36003
41,2020,9,0.051612903,36003
41,2020,8,0.019354839,36003
41,2020,28,0,36003
41,2020,6,0.058064516,36003
32,2020,10,0.038730159,36003
41,2020,5,0.077419355,36003
41,2020,7,0.174193548,36003
32,2020,11,0.028412698,36003
32,2020,21,0.008571429,36003
42,2020,9,0,36003
41,2020,4,0.103225806,36003
32,2020,20,0.011111111,36003
32,2020,19,0.013333333,36003
