OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,UR20,UACE20,UATYPE20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20
7252,36,119,014901,4020,361190149014020,Block 4020,G5040, , , ,S,32088,0,+41.2457771,-073.7512230
7253,36,119,013104,1003,361190131041003,Block 1003,G5040, , , ,S,1163,0,+41.2394498,-073.7463152
7254,36,119,013104,1018,361190131041018,Block 1018,G5040, , , ,S,11233,0,+41.2239617,-073.7410702
7255,36,119,012803,1011,361190128031011,Block 1011,G5040, , , ,S,709622,0,+41.2342491,-073.7252111
7256,36,119,004801,1008,361190048011008,Block 1008,G5040, , , ,S,53400,0,+40.9533032,-073.8278591
7257,36,119,013800,1003,361190138001003,Block 1003,G5040, , , ,S,6399,0,+41.2050943,-073.8787598
7258,36,119,010701,2005,361190107012005,Block 2005,G5040, , , ,S,395997,0,+40.9910730,-073.8314424
7259,36,119,008500,3031,361190085003031,Block 3031,G5040, , , ,S,293014,0,+40.9999369,-073.6899636
7260,36,119,013000,1005,361190130001005,Block 1005,G5040, , , ,S,44738,0,+41.2134697,-073.7179838
7261,36,119,005800,1005,361190058001005,Block 1005,G5040, , , ,S,25096,0,+40.9055282,-073.7812065
7262,36,119,005901,2006,361190059012006,Block 2006,G5040, , , ,S,50399,0,+40.9045249,-073.7768719
7263,36,119,005702,2002,361190057022002,Block 2002,G5040, , , ,S,1108,0,+40.9014252,-073.7827077
7264,36,119,005702,2011,361190057022011,Block 2011,G5040, , , ,S,2599,0,+40.8978362,-073.7819625
7265,36,119,005702,2013,361190057022013,Block 2013,G5040, , , ,S,58857,0,+40.8977253,-073.7792662
7266,36,119,015000,4024,361190150004024,Block 4024,G5040, , , ,S,3400607,137373,+41.3107230,-073.5647725
7267,36,119,012502,1009,361190125021009,Block 1009,G5040, , , ,S,42443,0,+41.2870305,-073.5654630
7268,36,119,012502,2006,361190125022006,Block 2006,G5040, , , ,S,63435,0,+41.2798456,-073.5496003
7269,36,119,012502,2003,361190125022003,Block 2003,G5040, , , ,S,46819,0,+41.2848921,-073.5570717
7270,36,119,012502,3037,361190125023037,Block 3037,G5040, , , ,S,119968,0,+41.2592917,-073.6106201
7271,36,119,012503,2013,361190125032013,Block 2013,G5040, , , ,S,806636,11867,+41.2325508,-073.5176190
7272,36,119,012503,1006,361190125031006,Block 1006,G5040, , , ,S,13282,0,+41.2533201,-073.5332524
7273,36,119,010500,4006,361190105004006,Block 4006,G5040, , , ,S,13014,0,+41.0141440,-073.8660198
7274,36,119,010600,2013,361190106002013,Block 2013,G5040, , , ,S,14086,0,+41.0154350,-073.8272337
7275,36,119,003300,2004,361190033002004,Block 2004,G5040, , , ,S,11975,0,+40.9062643,-073.8219998
7276,36,119,005500,2007,361190055002007,Block 2007,G5040, , , ,S,143628,0,+40.8917667,-073.7974276
7277,36,119,005500,4043,361190055004043,Block 4043,G5040, , , ,S,6520,0,+40.8869643,-073.8057444
7278,36,119,005500,4037,361190055004037,Block 4037,G5040, , , ,S,14592,0,+40.8890801,-073.8025866
7279,36,119,005400,1012,361190054001012,Block 1012,G5040, , , ,S,26423,0,+40.9042110,-073.8017321
7280,36,119,006100,3008,361190061003008,Block 3008,G5040, , , ,S,8215,0,+40.9014918,-073.7991009
7281,36,119,006100,3011,361190061003011,Block 3011,G5040, , , ,S,9110,0,+40.9000103,-073.7982194
7282,36,119,006100,2006,361190061002006,Block 2006,G5040, , , ,S,16443,0,+40.9039006,-073.7924452
7283,36,119,004200,1012,361190042001012,Block 1012,G5040, , , ,S,11583,0,+40.9225995,-073.8239628
7284,36,119,012502,3018,361190125023018,Block 3018,G5040, , , ,S,41007,0,+41.2685787,-073.6035124
7285,36,119,008500,1000,361190085001000,Block 1000,G5040, , , ,S,2494,0,+40.9995533,-073.7266257
7286,36,119,010500,1016,361190105001016,Block 1016,G5040, , , ,S,14163,0,+41.0165666,-073.8578996
7287,36,119,010500,1008,361190105001008,Block 1008,G5040, , , ,S,11037,0,+41.0162312,-073.8499319
7288,36,119,010500,2002,361190105002002,Block 2002,G5040, , , ,S,7804,0,+41.0134341,-073.8516459
7289,36,119,010902,2029,361190109022029,Block 2029,G5040, , , ,S,36949,0,+41.0529346,-073.7813068
7290,36,119,010903,2001,361190109032001,Block 2001,G5040, , , ,S,12680,0,+41.0454546,-073.7963474
7291,36,119,010903,4010,361190109034010,Block 4010,G5040, , , ,S,2552,0,+41.0399283,-073.7977596
7292,36,119,001701,2001,361190017012001,Block 2001,G5040, , , ,S,12204,0,+40.9554832,-073.8701142
7293,36,119,001701,2004,361190017012004,Block 2004,G5040, , , ,S,16989,0,+40.9541852,-073.8677476
7294,36,119,001600,3005,361190016003005,Block 3005,G5040, , , ,S,2387,0,+40.9477043,-073.8734092
7295,36,119,001701,4007,361190017014007,Block 4007,G5040, , , ,S,20489,0,+40.9502065,-073.8692542
7296,36,119,001701,3007,361190017013007,Block 3007,G5040, , , ,S,4436,0,+40.9486840,-073.8683602
7297,36,119,001600,4000,361190016004000,Block 4000,G5040, , , ,S,29333,0,+40.9427190,-073.8630603
7298,36,119,001600,4006,361190016004006,Block 4006,G5040, , , ,S,13317,0,+40.9451236,-073.8769910
7299,36,119,001102,2000,361190011022000,Block 2000,G5040, , , ,S,65900,0,+40.9328547,-073.8774578
7300,36,119,014607,2004,361190146072004,Block 2004,G5040, , , ,S,16140,0,+41.2925517,-073.8762719
7301,36,119,014607,3009,361190146073009,Block 3009,G5040, , , ,S,32890,0,+41.2854462,-073.8565741
7302,36,119,007600,5003,361190076005003,Block 5003,G5040, , , ,S,11736,0,+40.9711395,-073.6835130
7303,36,119,012304,3035,361190123043035,Block 3035,G5040, , , ,S,0,96643,+41.1567327,-073.6157149
7304,36,119,014812,3023,361190148123023,Block 3023,G5040, , , ,S,18122,0,+41.3148321,-073.8447897
7305,36,119,012503,2009,361190125032009,Block 2009,G5040, , , ,S,18201,0,+41.2050299,-073.5014396
7306,36,119,014812,3022,361190148123022,Block 3022,G5040, , , ,S,16055,0,+41.3149085,-073.8438900
7307,36,119,006301,3003,361190063013003,Block 3003,G5040, , , ,S,32954,0,+40.9126662,-073.7914552
7308,36,119,006200,3007,361190062003007,Block 3007,G5040, , , ,S,18704,0,+40.9088192,-073.7918138
7309,36,119,006700,4020,361190067004020,Block 4020,G5040, , , ,S,35961,0,+40.9298692,-073.7877842
7310,36,119,006700,4014,361190067004014,Block 4014,G5040, , , ,S,38858,0,+40.9294149,-073.7852200
7311,36,119,983000,1004,361199830001004,Block 1004,G5040, , , ,S,46208,0,+41.2422989,-073.6754953
7312,36,119,014704,1010,361190147041010,Block 1010,G5040, , , ,S,135889,0,+41.2968976,-073.8636020
7313,36,119,014812,3031,361190148123031,Block 3031,G5040, , , ,S,1083631,9875,+41.2994365,-073.8494616
7314,36,119,014606,2003,361190146062003,Block 2003,G5040, , , ,S,221421,0,+41.2659013,-073.8772879
7315,36,119,001301,3003,361190013013003,Block 3003,G5040, , , ,S,15140,0,+40.9217490,-073.8938240
7316,36,119,000202,3010,361190002023010,Block 3010,G5040, , , ,S,14409,0,+40.9166708,-073.9022445
7317,36,119,000205,1003,361190002051003,Block 1003,G5040, , , ,S,8809,0,+40.9175321,-073.8997993
7318,36,119,000203,3003,361190002033003,Block 3003,G5040, , , ,S,8448,0,+40.9135987,-073.9007514
7319,36,119,001305,1006,361190013051006,Block 1006,G5040, , , ,S,16472,0,+40.9176002,-073.8954037
7320,36,119,001302,1000,361190013021000,Block 1000,G5040, , , ,S,10100,0,+40.9176264,-073.8926798
7321,36,119,001304,1003,361190013041003,Block 1003,G5040, , , ,S,15420,0,+40.9133640,-073.8944647
7322,36,119,001102,3002,361190011023002,Block 3002,G5040, , , ,S,16552,0,+40.9311137,-073.8872760
7323,36,119,001200,3003,361190012003003,Block 3003,G5040, , , ,S,91500,0,+40.9255922,-073.8910013
7324,36,119,001102,2009,361190011022009,Block 2009,G5040, , , ,S,10722,0,+40.9257833,-073.8893801
7325,36,119,001301,2006,361190013012006,Block 2006,G5040, , , ,S,17563,0,+40.9232564,-073.8871226
7326,36,119,014903,1010,361190149031010,Block 1010,G5040, , , ,S,437449,0,+41.3295643,-073.7065760
7327,36,119,011200,4015,361190112004015,Block 4015,G5040, , , ,S,29253,0,+41.0588862,-073.8175508
7328,36,119,011200,4029,361190112004029,Block 4029,G5040, , , ,S,6616,0,+41.0551664,-073.8192151
7329,36,119,011200,4028,361190112004028,Block 4028,G5040, , , ,S,7049,0,+41.0581415,-073.8154678
7330,36,119,011200,1005,361190112001005,Block 1005,G5040, , , ,S,15279,0,+41.0521281,-073.8210928
7331,36,119,011200,1008,361190112001008,Block 1008,G5040, , , ,S,15216,0,+41.0515411,-073.8193858
7332,36,119,011200,1000,361190112001000,Block 1000,G5040, , , ,S,16214,0,+41.0529538,-073.8175711
7333,36,119,011200,1010,361190112001010,Block 1010,G5040, , , ,S,10309,0,+41.0512197,-073.8175946
7334,36,119,011200,1014,361190112001014,Block 1014,G5040, , , ,S,10750,0,+41.0521335,-073.8153294
7335,36,119,014812,1004,361190148121004,Block 1004,G5040, , , ,S,121746,0,+41.3356356,-073.8393438
7336,36,119,010801,1008,361190108011008,Block 1008,G5040, , , ,S,195432,0,+41.0296905,-073.8191400
7337,36,119,005200,1022,361190052001022,Block 1022,G5040, , , ,S,2092,0,+40.9282474,-073.8079467
7338,36,119,011200,3016,361190112003016,Block 3016,G5040, , , ,S,4333,0,+41.0511604,-073.8119117
7339,36,119,014901,3002,361190149013002,Block 3002,G5040, , , ,S,636474,0,+41.3053835,-073.7311819
7340,36,119,011200,2027,361190112002027,Block 2027,G5040, , , ,S,9086,0,+41.0503297,-073.8143135
7341,36,119,015100,1001,361190151001001,Block 1001,G5040, , , ,S,141582,0,+40.9252594,-073.8154064
7342,36,119,014703,2005,361190147032005,Block 2005,G5040, , , ,S,20911,0,+41.3308401,-073.8648627
7343,36,119,014703,2008,361190147032008,Block 2008,G5040, , , ,S,17951,0,+41.3287937,-073.8647087
7344,36,119,014812,3018,361190148123018,Block 3018,G5040, , , ,S,84280,0,+41.3204120,-073.8359078
7345,36,119,000204,2001,361190002042001,Block 2001,G5040, , , ,S,29169,0,+40.9229460,-073.9000299
7346,36,119,000204,2002,361190002042002,Block 2002,G5040, , , ,S,25582,0,+40.9212393,-073.9002352
7347,36,119,000101,2000,361190001012000,Block 2000,G5040, , , ,S,9479,0,+40.9283884,-073.8959230
7348,36,119,001200,2008,361190012002008,Block 2008,G5040, , , ,S,11920,0,+40.9268496,-073.8951714
7349,36,119,001101,2008,361190011012008,Block 2008,G5040, , , ,S,13601,0,+40.9326224,-073.8913604
7350,36,119,001301,3000,361190013013000,Block 3000,G5040, , , ,S,105951,0,+40.9201180,-073.8947585
7351,36,119,011402,2002,361190114022002,Block 2002,G5040, , , ,S,2261,0,+41.0642082,-073.8519413
7352,36,119,011700,1002,361190117001002,Block 1002,G5040, , , ,S,268517,0,+41.1025531,-073.8488968
7353,36,119,011800,3068,361190118003068,Block 3068,G5040, , , ,S,372859,0,+41.0896928,-073.8472783
7354,36,119,014701,1037,361190147011037,Block 1037,G5040, , , ,S,10484,0,+41.3000673,-073.9343725
7355,36,119,011401,1006,361190114011006,Block 1006,G5040, , , ,S,51353,0,+41.0725438,-073.8501988
7356,36,119,011200,4008,361190112004008,Block 4008,G5040, , , ,S,696,0,+41.0595986,-073.8295388
7357,36,119,011101,1012,361190111011012,Block 1012,G5040, , , ,S,28928,0,+41.0635020,-073.8394103
7358,36,119,011101,1004,361190111011004,Block 1004,G5040, , , ,S,16601,0,+41.0651262,-073.8411332
7359,36,119,010300,3007,361190103003007,Block 3007,G5040, , , ,S,19060,0,+40.9945283,-073.8831433
7360,36,119,010300,1008,361190103001008,Block 1008,G5040, , , ,S,11393,0,+41.0021548,-073.8793485
7361,36,119,010300,3009,361190103003009,Block 3009,G5040, , , ,S,53816,0,+40.9935738,-073.8808797
7362,36,119,000701,2002,361190007012002,Block 2002,G5040, , , ,S,311178,0,+40.9659162,-073.8872504
7363,36,119,014300,2013,361190143002013,Block 2013,G5040, , , ,S,52449,0,+41.2900453,-073.9118296
7364,36,119,014500,4000,361190145004000,Block 4000,G5040, , , ,S,185158,0,+41.2888399,-073.9041550
7365,36,119,014300,2008,361190143002008,Block 2008,G5040, , , ,S,10333,0,+41.2913499,-073.9068218
7366,36,119,014701,3013,361190147013013,Block 3013,G5040, , , ,S,58463,0,+41.3077283,-073.9015151
7367,36,119,014701,4007,361190147014007,Block 4007,G5040, , , ,S,29327,0,+41.2988733,-073.8842089
7368,36,119,014701,3021,361190147013021,Block 3021,G5040, , , ,S,7927,0,+41.3041616,-073.8966690
7369,36,119,014703,3007,361190147033007,Block 3007,G5040, , , ,S,43168,16031,+41.3073127,-073.8846951
7370,36,119,010200,2009,361190102002009,Block 2009,G5040, , , ,S,12768,0,+40.9880001,-073.8656833
7371,36,119,010701,1032,361190107011032,Block 1032,G5040, , , ,S,21064,0,+40.9819853,-073.8614200
7372,36,119,010200,3002,361190102003002,Block 3002,G5040, , , ,S,5632,0,+40.9829453,-073.8673974
7373,36,119,000900,2002,361190009002002,Block 2002,G5040, , , ,S,10002,0,+40.9718931,-073.8718390
7374,36,119,000900,2015,361190009002015,Block 2015,G5040, , , ,S,13092,0,+40.9691104,-073.8731947
7375,36,119,000802,2000,361190008022000,Block 2000,G5040, , , ,S,79037,0,+40.9629295,-073.8718847
7376,36,119,002000,1001,361190020001001,Block 1001,G5040, , , ,S,9018,0,+40.9702021,-073.8429425
7377,36,119,001800,1004,361190018001004,Block 1004,G5040, , , ,S,30246,0,+40.9581031,-073.8671657
7378,36,119,010100,3027,361190101003027,Block 3027,G5040, , , ,S,10182,0,+40.9836819,-073.8051521
7379,36,119,002105,2014,361190021052014,Block 2014,G5040, , , ,S,40863,0,+40.9826976,-073.8217858
7380,36,119,002105,2019,361190021052019,Block 2019,G5040, , , ,S,22679,0,+40.9803288,-073.8220069
7381,36,119,002103,1010,361190021031010,Block 1010,G5040, , , ,S,21739,0,+40.9759454,-073.8179019
7382,36,119,013700,3021,361190137003021,Block 3021,G5040, , , ,S,24193,0,+41.1800408,-073.8456676
7383,36,119,013500,3007,361190135003007,Block 3007,G5040, , , ,S,13448,0,+41.1710732,-073.8496806
7384,36,119,013500,3009,361190135003009,Block 3009,G5040, , , ,S,13837,0,+41.1695313,-073.8503136
7385,36,119,001401,2003,361190014012003,Block 2003,G5040, , , ,S,22567,0,+40.9219282,-073.8643393
7386,36,119,002405,3014,361190024053014,Block 3014,G5040, , , ,S,4494,0,+40.9238835,-073.8605510
7387,36,119,002405,1010,361190024051010,Block 1010,G5040, , , ,S,9245,0,+40.9275113,-073.8590823
7388,36,119,002404,2002,361190024042002,Block 2002,G5040, , , ,S,17771,0,+40.9224950,-073.8585299
7389,36,119,002403,5006,361190024035006,Block 5006,G5040, , , ,S,4493,0,+40.9168572,-073.8530647
7390,36,119,001502,3002,361190015023002,Block 3002,G5040, , , ,S,16337,0,+40.9060993,-073.8656655
7391,36,119,002403,4000,361190024034000,Block 4000,G5040, , , ,S,18001,0,+40.9191510,-073.8532452
7392,36,119,001504,2001,361190015042001,Block 2001,G5040, , , ,S,20722,0,+40.9135159,-073.8596736
7393,36,119,001504,3011,361190015043011,Block 3011,G5040, , , ,S,9781,0,+40.9074013,-073.8583971
7394,36,119,010500,2017,361190105002017,Block 2017,G5040, , , ,S,27490,0,+41.0005473,-073.8571826
7395,36,119,010702,2002,361190107022002,Block 2002,G5040, , , ,S,19651,0,+40.9961775,-073.8144481
7396,36,119,002105,1004,361190021051004,Block 1004,G5040, , , ,S,26804,0,+40.9852032,-073.8188680
7397,36,119,002105,2009,361190021052009,Block 2009,G5040, , , ,S,16780,0,+40.9868353,-073.8164847
7398,36,119,010702,1015,361190107021015,Block 1015,G5040, , , ,S,17939,0,+40.9955886,-073.8103564
7399,36,119,002105,2005,361190021052005,Block 2005,G5040, , , ,S,20923,0,+40.9846165,-073.8149570
7400,36,119,004900,2000,361190049002000,Block 2000,G5040, , , ,S,43572,0,+40.9805165,-073.8124214
7401,36,119,010100,3005,361190101003005,Block 3005,G5040, , , ,S,10128,0,+40.9900414,-073.8068968
7402,36,119,013600,3008,361190136003008,Block 3008,G5040, , , ,S,66598,0,+41.1789020,-073.8674463
7403,36,119,013301,1003,361190133011003,Block 1003,G5040, , , ,S,25168,0,+41.1659063,-073.8648165
7404,36,119,013301,1000,361190133011000,Block 1000,G5040, , , ,S,18411,0,+41.1681785,-073.8637814
7405,36,119,013402,3008,361190134023008,Block 3008,G5040, , , ,S,45611,0,+41.1640204,-073.8580440
7406,36,119,014811,1013,361190148111013,Block 1013,G5040, , , ,S,310499,0,+41.3056828,-073.7968854
7407,36,119,010600,2001,361190106002001,Block 2001,G5040, , , ,S,16634,0,+41.0133046,-073.8329938
7408,36,119,010801,2006,361190108012006,Block 2006,G5040, , , ,S,47402,0,+41.0152053,-073.8224995
7409,36,119,010200,1008,361190102001008,Block 1008,G5040, , , ,S,20009,0,+41.0012293,-073.8763296
7410,36,119,010500,5023,361190105005023,Block 5023,G5040, , , ,S,11112,0,+41.0015242,-073.8710538
7411,36,119,010200,1016,361190102001016,Block 1016,G5040, , , ,S,19359,0,+40.9972149,-073.8719831
7412,36,119,010200,5032,361190102005032,Block 5032,G5040, , , ,S,10229,0,+40.9933367,-073.8742628
7413,36,119,010200,5014,361190102005014,Block 5014,G5040, , , ,S,25173,0,+40.9914139,-073.8698167
7414,36,119,010200,4014,361190102004014,Block 4014,G5040, , , ,S,14246,0,+40.9852803,-073.8725256
7415,36,119,010500,4018,361190105004018,Block 4018,G5040, , , ,S,10302,0,+41.0022525,-073.8574832
7416,36,119,009202,2013,361190092022013,Block 2013,G5040, , , ,S,75050,0,+41.0181666,-073.7759553
7417,36,119,009900,1004,361190099001004,Block 1004,G5040, , , ,S,28519,0,+41.0108396,-073.7785593
7418,36,119,010701,4007,361190107014007,Block 4007,G5040, , , ,S,26957,0,+41.0024225,-073.8198808
7419,36,119,013103,2026,361190131032026,Block 2026,G5040, , , ,S,141245,349,+41.1969166,-073.8596946
7420,36,119,013700,1011,361190137001011,Block 1011,G5040, , , ,S,421413,0,+41.1864046,-073.8533541
7421,36,119,001402,1003,361190014021003,Block 1003,G5040, , , ,S,17882,0,+40.9167422,-073.8772653
7422,36,119,001401,1004,361190014011004,Block 1004,G5040, , , ,S,16017,0,+40.9273815,-073.8666985
7423,36,119,001401,3009,361190014013009,Block 3009,G5040, , , ,S,15426,0,+40.9224911,-073.8693658
7424,36,119,001401,3003,361190014013003,Block 3003,G5040, , , ,S,13255,0,+40.9230369,-073.8688639
7425,36,119,001402,2007,361190014022007,Block 2007,G5040, , , ,S,21442,0,+40.9117299,-073.8783755
7426,36,119,001403,4005,361190014034005,Block 4005,G5040, , , ,S,9995,0,+40.9101019,-073.8796651
7427,36,119,002405,3009,361190024053009,Block 3009,G5040, , , ,S,20689,0,+40.9243501,-073.8662630
7428,36,119,001401,3010,361190014013010,Block 3010,G5040, , , ,S,32645,0,+40.9192548,-073.8717713
7429,36,119,015000,3042,361190150003042,Block 3042,G5040, , , ,S,645069,0,+41.3081405,-073.6318510
7430,36,119,015000,2003,361190150002003,Block 2003,G5040, , , ,S,14831,0,+41.3626340,-073.5743103
7431,36,119,012501,1000,361190125011000,Block 1000,G5040, , , ,S,41288,0,+41.3075385,-073.6165690
7432,36,119,007402,1011,361190074021011,Block 1011,G5040, , , ,S,0,12690,+40.9426652,-073.7267838
7433,36,119,008100,2004,361190081002004,Block 2004,G5040, , , ,S,18546,0,+41.0094179,-073.6563363
7434,36,119,014813,1008,361190148131008,Block 1008,G5040, , , ,S,9949,0,+41.3082864,-073.8472337
7435,36,119,015000,3049,361190150003049,Block 3049,G5040, , , ,S,28601,0,+41.3033863,-073.6694265
7436,36,119,005901,2005,361190059012005,Block 2005,G5040, , , ,S,1540,0,+40.9049157,-073.7759329
7437,36,119,003400,4005,361190034004005,Block 4005,G5040, , , ,S,71118,0,+40.9035622,-073.8171836
7438,36,119,003400,2005,361190034002005,Block 2005,G5040, , , ,S,34396,0,+40.9045334,-073.8149738
7439,36,119,005500,3000,361190055003000,Block 3000,G5040, , , ,S,18670,0,+40.9018160,-073.8115367
7440,36,119,005500,3018,361190055003018,Block 3018,G5040, , , ,S,15352,0,+40.8942443,-073.8138521
7441,36,119,005400,1005,361190054001005,Block 1005,G5040, , , ,S,24850,0,+40.9071218,-073.8028814
7442,36,119,005500,4006,361190055004006,Block 4006,G5040, , , ,S,22176,0,+40.8921164,-073.8136331
7443,36,119,007800,2015,361190078002015,Block 2015,G5040, , , ,S,29331,0,+40.9887808,-073.6638071
7444,36,119,007402,1012,361190074021012,Block 1012,G5040, , , ,S,5500,0,+40.9453763,-073.7251706
7445,36,119,007402,2013,361190074022013,Block 2013,G5040, , , ,S,5416,0,+40.9562672,-073.7155434
7446,36,119,005200,1014,361190052001014,Block 1014,G5040, , , ,S,1049,0,+40.9286696,-073.8086801
7447,36,119,013500,2003,361190135002003,Block 2003,G5040, , , ,S,14133,0,+41.1717838,-073.8467102
7448,36,119,007700,1016,361190077001016,Block 1016,G5040, , , ,S,3990,0,+40.9861199,-073.6799197
7449,36,119,007401,1002,361190074011002,Block 1002,G5040, , , ,S,12646,0,+40.9611527,-073.7229898
7450,36,119,014907,1013,361190149071013,Block 1013,G5040, , , ,S,17348,0,+41.3408179,-073.7317627
7451,36,119,006500,3013,361190065003013,Block 3013,G5040, , , ,S,21252,0,+40.9175430,-073.7849029
7452,36,119,006302,1012,361190063021012,Block 1012,G5040, , , ,S,21763,0,+40.9127010,-073.7852745
7453,36,119,006100,1008,361190061001008,Block 1008,G5040, , , ,S,58422,0,+40.9071529,-073.7880740
7454,36,119,006100,1004,361190061001004,Block 1004,G5040, , , ,S,15538,0,+40.9091060,-073.7830560
7455,36,119,005901,2002,361190059012002,Block 2002,G5040, , , ,S,14126,0,+40.9062894,-073.7768091
7456,36,119,003300,2000,361190033002000,Block 2000,G5040, , , ,S,18694,0,+40.9076407,-073.8225069
7457,36,119,007600,1012,361190076001012,Block 1012,G5040, , , ,S,19140,0,+40.9692066,-073.6774478
7458,36,119,007600,3000,361190076003000,Block 3000,G5040, , , ,S,17854,0,+40.9607154,-073.6834107
7459,36,119,007700,1028,361190077001028,Block 1028,G5040, , , ,S,39818,0,+40.9884380,-073.6699756
7460,36,119,015000,1020,361190150001020,Block 1020,G5040, , , ,S,16291,0,+41.3512352,-073.6637150
7461,36,119,014606,1013,361190146061013,Block 1013,G5040, , , ,S,249030,0,+41.2622704,-073.9246920
7462,36,119,012600,5002,361190126005002,Block 5002,G5040, , , ,S,14812,0,+41.2511557,-073.6744834
7463,36,119,014604,3004,361190146043004,Block 3004,G5040, , , ,S,220232,0,+41.2523938,-073.9638613
7464,36,119,009703,1009,361190097031009,Block 1009,G5040, , , ,S,2913,0,+40.9937921,-073.7344700
7465,36,119,010702,2015,361190107022015,Block 2015,G5040, , , ,S,23767,0,+40.9881302,-073.8205476
7466,36,119,012700,4037,361190127004037,Block 4037,G5040, , , ,S,681654,0,+41.1921381,-073.6685576
7467,36,119,006100,2003,361190061002003,Block 2003,G5040, , , ,S,52592,0,+40.9039212,-073.7908339
7468,36,119,006400,2006,361190064002006,Block 2006,G5040, , , ,S,26779,0,+40.9182629,-073.7873871
7469,36,119,006500,1006,361190065001006,Block 1006,G5040, , , ,S,18595,0,+40.9244831,-073.7835801
7470,36,119,007700,1018,361190077001018,Block 1018,G5040, , , ,S,2013,0,+40.9856045,-073.6758387
7471,36,119,007500,1001,361190075001001,Block 1001,G5040, , , ,S,5428,0,+40.9745132,-073.6963365
7472,36,119,007500,2007,361190075002007,Block 2007,G5040, , , ,S,15230,0,+40.9668877,-073.6939097
7473,36,119,007500,2008,361190075002008,Block 2008,G5040, , , ,S,11736,0,+40.9647098,-073.6937762
7474,36,119,007700,1023,361190077001023,Block 1023,G5040, , , ,S,14103,0,+40.9838124,-073.6829995
7475,36,119,007700,1000,361190077001000,Block 1000,G5040, , , ,S,361818,0,+40.9847040,-073.6713533
7476,36,119,012503,1026,361190125031026,Block 1026,G5040, , , ,S,4491,0,+41.2137093,-073.5221331
7477,36,119,014907,3005,361190149073005,Block 3005,G5040, , , ,S,155029,0,+41.3368417,-073.7455644
7478,36,119,013104,1030,361190131041030,Block 1030,G5040, , , ,S,188338,0,+41.2181288,-073.7375582
7479,36,119,013103,2038,361190131032038,Block 2038,G5040, , , ,S,950977,0,+41.1827504,-073.8228477
7480,36,119,005500,3034,361190055003034,Block 3034,G5040, , , ,S,0,5497,+40.8938555,-073.8219350
7481,36,119,006200,1007,361190062001007,Block 1007,G5040, , , ,S,5391,0,+40.9132130,-073.8005719
7482,36,119,006200,4001,361190062004001,Block 4001,G5040, , , ,S,8194,0,+40.9093348,-073.7976031
7483,36,119,006200,4006,361190062004006,Block 4006,G5040, , , ,S,10630,0,+40.9084223,-073.7963863
7484,36,119,006301,2006,361190063012006,Block 2006,G5040, , , ,S,12596,0,+40.9105141,-073.7901661
7485,36,119,006500,1016,361190065001016,Block 1016,G5040, , , ,S,11606,0,+40.9212497,-073.7866078
7486,36,119,007700,4023,361190077004023,Block 4023,G5040, , , ,S,17552,0,+40.9875594,-073.6835955
7487,36,119,012600,1033,361190126001033,Block 1033,G5040, , , ,S,1059597,3977,+41.2244070,-073.6137766
7488,36,119,001701,1005,361190017011005,Block 1005,G5040, , , ,S,7723,0,+40.9453543,-073.8730384
7489,36,119,009000,2029,361190090002029,Block 2029,G5040, , , ,S,866,0,+41.0488558,-073.7749721
7490,36,119,015000,2004,361190150002004,Block 2004,G5040, , , ,S,17616,0,+41.3622773,-073.5748562
7491,36,119,012301,2024,361190123012024,Block 2024,G5040, , , ,S,19333,0,+41.0583826,-073.7644141
7492,36,119,006302,1004,361190063021004,Block 1004,G5040, , , ,S,8411,0,+40.9150324,-073.7852992
7493,36,119,005500,4014,361190055004014,Block 4014,G5040, , , ,S,3447,0,+40.8903569,-073.8155259
7494,36,119,006302,1007,361190063021007,Block 1007,G5040, , , ,S,4143,0,+40.9135563,-073.7872819
7495,36,119,011800,3040,361190118003040,Block 3040,G5040, , , ,S,2697,0,+41.1241230,-073.8643130
7496,36,119,006302,2000,361190063022000,Block 2000,G5040, , , ,S,26112,0,+40.9097319,-073.7870508
7497,36,119,006000,3000,361190060003000,Block 3000,G5040, , , ,S,82786,0,+40.9137079,-073.7807664
7498,36,119,007700,2006,361190077002006,Block 2006,G5040, , , ,S,5756,0,+40.9839437,-073.6851065
7499,36,119,006500,3007,361190065003007,Block 3007,G5040, , , ,S,23270,0,+40.9235698,-073.7732965
7500,36,119,006000,3005,361190060003005,Block 3005,G5040, , , ,S,12467,0,+40.9114671,-073.7814693
7501,36,119,006100,1003,361190061001003,Block 1003,G5040, , , ,S,6275,0,+40.9087332,-073.7842857
7502,36,119,012804,2004,361190128042004,Block 2004,G5040, , , ,S,13859,0,+41.2386124,-073.6990701
7503,36,119,012700,4006,361190127004006,Block 4006,G5040, , , ,S,51529,0,+41.2033063,-073.6847854
7504,36,119,012600,2008,361190126002008,Block 2008,G5040, , , ,S,1634,0,+41.2644838,-073.6812797
7505,36,119,001301,2018,361190013012018,Block 2018,G5040, , , ,S,2800,0,+40.9195913,-073.8875814
7506,36,119,010500,2018,361190105002018,Block 2018,G5040, , , ,S,4742,0,+41.0004788,-073.8576277
7507,36,119,012502,3023,361190125023023,Block 3023,G5040, , , ,S,1219890,0,+41.2677820,-073.5603332
7508,36,119,007300,1017,361190073001017,Block 1017,G5040, , , ,S,7506,0,+40.9498542,-073.7469644
