OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,UR20,UACE20,UATYPE20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20
1,36,119,006801,2015,361190068012015,Block 2015,G5040, , , ,S,28214,0,+40.9754249,-073.7803400
2,36,119,006801,3015,361190068013015,Block 3015,G5040, , , ,S,13225,0,+40.9692374,-073.7830913
3,36,119,006801,3025,361190068013025,Block 3025,G5040, , , ,S,10480,0,+40.9670715,-073.7858551
4,36,119,008200,1013,361190082001013,Block 1013,G5040, , , ,S,3364,0,+41.0177058,-073.6763091
5,36,119,006802,3011,361190068023011,Block 3011,G5040, , , ,S,185916,0,+40.9577358,-073.7913959
6,36,119,006802,3033,361190068023033,Block 3033,G5040, , , ,S,49848,0,+40.9552533,-073.7870673
7,36,119,006801,3020,361190068013020,Block 3020,G5040, , , ,S,9742,0,+40.9670974,-073.7835677
8,36,119,014907,2022,361190149072022,Block 2022,G5040, , , ,S,11540,0,+41.3261281,-073.7371236
9,36,119,014908,1010,361190149081010,Block 1010,G5040, , , ,S,22174,0,+41.2901027,-073.7662851
10,36,119,014908,1021,361190149081021,Block 1021,G5040, , , ,S,14268,0,+41.2885074,-073.7657841
11,36,119,013202,1032,361190132021032,Block 1032,G5040, , , ,S,11983,0,+41.1441636,-073.8227669
12,36,119,001900,1018,361190019001018,Block 1018,G5040, , , ,S,56606,0,+40.9611130,-073.8708356
13,36,119,002201,1030,361190022011030,Block 1030,G5040, , , ,S,98473,0,+40.9548293,-073.8286894
14,36,119,006000,4001,361190060004001,Block 4001,G5040, , , ,S,3434,0,+40.9210819,-073.7730163
15,36,119,008602,3006,361190086023006,Block 3006,G5040, , , ,S,45306,0,+41.0305187,-073.7149397
16,36,119,013900,4029,361190139004029,Block 4029,G5040, , , ,S,14893,0,+41.1993418,-073.8879691
17,36,119,012304,1007,361190123041007,Block 1007,G5040, , , ,S,5216,0,+41.1500762,-073.6846716
18,36,119,006000,1007,361190060001007,Block 1007,G5040, , , ,S,3019,0,+40.9187244,-073.7745052
19,36,119,010300,1005,361190103001005,Block 1005,G5040, , , ,S,14026,0,+41.0025047,-073.8817011
20,36,119,010901,1011,361190109011011,Block 1011,G5040, , , ,S,23515,0,+41.0717854,-073.7972734
21,36,119,007700,1017,361190077001017,Block 1017,G5040, , , ,S,141499,0,+40.9847299,-073.6779229
22,36,119,014809,1009,361190148091009,Block 1009,G5040, , , ,S,20759,0,+41.2768800,-073.7728232
23,36,119,014809,4011,361190148094011,Block 4011,G5040, , , ,S,11469,0,+41.2671093,-073.7757914
24,36,119,014901,4012,361190149014012,Block 4012,G5040, , , ,S,264523,0,+41.2744337,-073.7611824
25,36,119,012102,1033,361190121021033,Block 1033,G5040, , , ,S,10494,0,+41.1094678,-073.7906273
26,36,119,011800,1002,361190118001002,Block 1002,G5040, , , ,S,249762,0,+41.1474444,-073.8184106
27,36,119,010100,3003,361190101003003,Block 3003,G5040, , , ,S,29704,0,+40.9894392,-073.8055106
28,36,119,012202,1000,361190122021000,Block 1000,G5040, , , ,S,14354,0,+41.1467114,-073.7868842
29,36,119,002104,2004,361190021042004,Block 2004,G5040, , , ,S,3861,0,+40.9700466,-073.8361221
30,36,119,002204,4001,361190022044001,Block 4001,G5040, , , ,S,11381,0,+40.9427800,-073.8521229
31,36,119,011800,3003,361190118003003,Block 3003,G5040, , , ,S,242600,552,+41.1261642,-073.8205571
32,36,119,011800,5016,361190118005016,Block 5016,G5040, , , ,S,39025,0,+41.1357601,-073.8002745
33,36,119,002201,1014,361190022011014,Block 1014,G5040, , , ,S,2438,0,+40.9556286,-073.8418266
34,36,119,011800,5019,361190118005019,Block 5019,G5040, , , ,S,41187,0,+41.1343210,-073.8006072
35,36,119,012202,1002,361190122021002,Block 1002,G5040, , , ,S,52494,0,+41.1435015,-073.7892144
36,36,119,012202,4002,361190122024002,Block 4002,G5040, , , ,S,1253,0,+41.1403133,-073.7922956
37,36,119,006802,4002,361190068024002,Block 4002,G5040, , , ,S,12536,0,+40.9478865,-073.7986779
38,36,119,008602,4032,361190086024032,Block 4032,G5040, , , ,S,550419,2979,+41.0301225,-073.6999790
39,36,119,005001,1021,361190050011021,Block 1021,G5040, , , ,S,8130,0,+40.9750374,-073.7961703
40,36,119,005001,1030,361190050011030,Block 1030,G5040, , , ,S,12709,0,+40.9733378,-073.7952563
41,36,119,006302,1015,361190063021015,Block 1015,G5040, , , ,S,3470,0,+40.9123796,-073.7844312
42,36,119,006801,4016,361190068014016,Block 4016,G5040, , , ,S,19591,0,+40.9766694,-073.7904026
43,36,119,014907,1008,361190149071008,Block 1008,G5040, , , ,S,1217002,0,+41.3352242,-073.7275003
44,36,119,014907,1002,361190149071002,Block 1002,G5040, , , ,S,145496,0,+41.3468048,-073.7291955
45,36,119,011402,2006,361190114022006,Block 2006,G5040, , , ,S,35742,0,+41.0627309,-073.8605577
46,36,119,014907,1006,361190149071006,Block 1006,G5040, , , ,S,16540,0,+41.3439025,-073.7299170
47,36,119,014907,2020,361190149072020,Block 2020,G5040, , , ,S,57579,62426,+41.3284480,-073.7418770
48,36,119,014901,3008,361190149013008,Block 3008,G5040, , , ,S,203767,0,+41.2991758,-073.7365516
49,36,119,006500,1005,361190065001005,Block 1005,G5040, , , ,S,28617,0,+40.9262657,-073.7874928
50,36,119,012600,3017,361190126003017,Block 3017,G5040, , , ,S,12577,0,+41.2594913,-073.6848695
51,36,119,014907,2019,361190149072019,Block 2019,G5040, , , ,S,36673,2118,+41.3233100,-073.7395665
52,36,119,005400,2002,361190054002002,Block 2002,G5040, , , ,S,88354,0,+40.9090001,-073.8123706
53,36,119,010600,2014,361190106002014,Block 2014,G5040, , , ,S,22681,0,+41.0151860,-073.8268393
54,36,119,014907,3001,361190149073001,Block 3001,G5040, , , ,S,23892,0,+41.3347428,-073.7380715
55,36,119,014907,1011,361190149071011,Block 1011,G5040, , , ,S,63920,89210,+41.3430201,-073.7225798
56,36,119,004700,1041,361190047001041,Block 1041,G5040, , , ,S,14145,0,+40.9352033,-073.8322570
57,36,119,012502,3019,361190125023019,Block 3019,G5040, , , ,S,70685,0,+41.2761867,-073.5853939
58,36,119,012503,1017,361190125031017,Block 1017,G5040, , , ,S,0,5476,+41.2430353,-073.5392415
59,36,119,012803,1012,361190128031012,Block 1012,G5040, , , ,S,721780,1702,+41.2361119,-073.7187232
60,36,119,014909,1006,361190149091006,Block 1006,G5040, , , ,S,554255,42563,+41.3481607,-073.6919001
61,36,119,011500,1012,361190115001012,Block 1012,G5040, , , ,S,0,39741,+41.0700895,-073.8904364
62,36,119,013800,2001,361190138002001,Block 2001,G5040, , , ,S,0,11174,+41.2105823,-073.8704316
63,36,119,011402,1007,361190114021007,Block 1007,G5040, , , ,S,0,3930716,+41.0558417,-073.8814948
64,36,119,014901,1026,361190149011026,Block 1026,G5040, , , ,S,90725,0,+41.3225882,-073.6694010
65,36,119,014901,1040,361190149011040,Block 1040,G5040, , , ,S,27446,11814,+41.3240194,-073.6686482
66,36,119,014901,1035,361190149011035,Block 1035,G5040, , , ,S,17084,0,+41.3260604,-073.6683138
67,36,119,014901,1031,361190149011031,Block 1031,G5040, , , ,S,54919,0,+41.3258627,-073.6652464
68,36,119,013201,1008,361190132011008,Block 1008,G5040, , , ,S,179925,0,+41.1362780,-073.8289060
69,36,119,014901,1030,361190149011030,Block 1030,G5040, , , ,S,20453,0,+41.3248626,-073.6667654
70,36,119,015000,1026,361190150001026,Block 1026,G5040, , , ,S,881444,0,+41.3352708,-073.6535660
71,36,119,014901,1024,361190149011024,Block 1024,G5040, , , ,S,2980959,0,+41.3152697,-073.6773736
72,36,119,015000,3002,361190150003002,Block 3002,G5040, , , ,S,133080,0,+41.3279686,-073.6497833
73,36,119,015000,3016,361190150003016,Block 3016,G5040, , , ,S,91475,0,+41.3290395,-073.6576691
74,36,119,015000,3015,361190150003015,Block 3015,G5040, , , ,S,14324,0,+41.3262842,-073.6555392
75,36,119,015000,3004,361190150003004,Block 3004,G5040, , , ,S,25722,0,+41.3256040,-073.6519883
76,36,119,015000,3012,361190150003012,Block 3012,G5040, , , ,S,4589,0,+41.3257101,-073.6551634
77,36,119,015000,3027,361190150003027,Block 3027,G5040, , , ,S,64122,0,+41.3155167,-073.6633839
78,36,119,015000,1005,361190150001005,Block 1005,G5040, , , ,S,26398,0,+41.3564342,-073.6404038
79,36,119,015000,3011,361190150003011,Block 3011,G5040, , , ,S,53958,0,+41.3222234,-073.6264901
80,36,119,015000,3045,361190150003045,Block 3045,G5040, , , ,S,17008,0,+41.3042889,-073.6577523
81,36,119,012501,1003,361190125011003,Block 1003,G5040, , , ,S,141359,0,+41.3043413,-073.6502646
82,36,119,015000,3036,361190150003036,Block 3036,G5040, , , ,S,19998,0,+41.3061247,-073.6687398
83,36,119,015000,3039,361190150003039,Block 3039,G5040, , , ,S,11488,0,+41.3131639,-073.6531315
84,36,119,012501,2011,361190125012011,Block 2011,G5040, , , ,S,68296,0,+41.2932118,-073.6687316
85,36,119,012501,1004,361190125011004,Block 1004,G5040, , , ,S,1638288,23677,+41.2991947,-073.6540502
86,36,119,012501,1002,361190125011002,Block 1002,G5040, , , ,S,1085425,0,+41.3041934,-073.6345533
87,36,119,012501,2002,361190125012002,Block 2002,G5040, , , ,S,38695,27052,+41.2948348,-073.6621135
88,36,119,012501,2005,361190125012005,Block 2005,G5040, , , ,S,1771787,0,+41.2817220,-073.6632851
89,36,119,012502,3009,361190125023009,Block 3009,G5040, , , ,S,41636,0,+41.2736924,-073.6079952
90,36,119,012501,2000,361190125012000,Block 2000,G5040, , , ,S,303843,0,+41.2908467,-073.6514415
91,36,119,012501,2006,361190125012006,Block 2006,G5040, , , ,S,39490,0,+41.2861385,-073.6526548
92,36,119,012501,1018,361190125011018,Block 1018,G5040, , , ,S,876494,10927,+41.2924668,-073.6412231
93,36,119,012600,2010,361190126002010,Block 2010,G5040, , , ,S,154445,0,+41.2662659,-073.6696332
94,36,119,012600,1007,361190126001007,Block 1007,G5040, , , ,S,851745,0,+41.2691706,-073.6412248
95,36,119,012600,2001,361190126002001,Block 2001,G5040, , , ,S,412605,0,+41.2692626,-073.6547598
96,36,119,012501,1020,361190125011020,Block 1020,G5040, , , ,S,777165,17088,+41.2863237,-073.6401630
97,36,119,012600,2011,361190126002011,Block 2011,G5040, , , ,S,169587,0,+41.2647217,-073.6697455
98,36,119,015000,3041,361190150003041,Block 3041,G5040, , , ,S,69972,0,+41.3063895,-073.6442438
99,36,119,012600,1000,361190126001000,Block 1000,G5040, , , ,S,1792419,11621,+41.2779187,-073.6409036
100,36,119,012501,1017,361190125011017,Block 1017,G5040, , , ,S,29498,0,+41.2967442,-073.6321892
101,36,119,012501,1019,361190125011019,Block 1019,G5040, , , ,S,67050,0,+41.2952247,-073.6338495
102,36,119,012600,1003,361190126001003,Block 1003,G5040, , , ,S,70814,0,+41.2644717,-073.6306673
103,36,119,012600,3008,361190126003008,Block 3008,G5040, , , ,S,365572,0,+41.2572637,-073.6943002
104,36,119,012803,2001,361190128032001,Block 2001,G5040, , , ,S,48124,0,+41.2539124,-073.7009569
105,36,119,012803,2004,361190128032004,Block 2004,G5040, , , ,S,40370,0,+41.2539997,-073.6980201
106,36,119,012900,2010,361190129002010,Block 2010,G5040, , , ,S,13033,0,+41.2102029,-073.7232841
107,36,119,012700,4033,361190127004033,Block 4033,G5040, , , ,S,19766,5076,+41.1960856,-073.7098209
108,36,119,013102,1000,361190131021000,Block 1000,G5040, , , ,S,200018,0,+41.1854486,-073.7172947
109,36,119,012700,4005,361190127004005,Block 4005,G5040, , , ,S,204344,0,+41.1968485,-073.6846728
110,36,119,012700,4013,361190127004013,Block 4013,G5040, , , ,S,160275,0,+41.1989740,-073.7090197
111,36,119,013000,2011,361190130002011,Block 2011,G5040, , , ,S,38007,0,+41.1924529,-073.7156903
112,36,119,014606,3021,361190146063021,Block 3021,G5040, , , ,S,19014,0,+41.2397726,-073.8842886
113,36,119,012700,4022,361190127004022,Block 4022,G5040, , , ,S,505399,0,+41.1738872,-073.7047979
114,36,119,013102,1016,361190131021016,Block 1016,G5040, , , ,S,12257,0,+41.1586471,-073.7156355
115,36,119,010701,1026,361190107011026,Block 1026,G5040, , , ,S,1173,0,+40.9885367,-073.8478760
116,36,119,010702,1020,361190107021020,Block 1020,G5040, , , ,S,2488,0,+40.9892273,-073.8102416
117,36,119,013600,3016,361190136003016,Block 3016,G5040, , , ,S,29071,0,+41.1703781,-073.8685552
118,36,119,005200,3010,361190052003010,Block 3010,G5040, , , ,S,121800,0,+40.9374735,-073.8100559
119,36,119,009800,3000,361190098003000,Block 3000,G5040, , , ,S,14361,0,+40.9699360,-073.7706903
120,36,119,013900,4000,361190139004000,Block 4000,G5040, , , ,S,2156999,8278,+41.2190154,-073.8888183
121,36,119,013900,2003,361190139002003,Block 2003,G5040, , , ,S,83708,0,+41.2059743,-073.8896023
122,36,119,013800,3004,361190138003004,Block 3004,G5040, , , ,S,80253,0,+41.2016627,-073.8843392
123,36,119,013800,3006,361190138003006,Block 3006,G5040, , , ,S,90248,0,+41.1997406,-073.8820632
124,36,119,007800,2010,361190078002010,Block 2010,G5040, , , ,S,7930,0,+40.9907344,-073.6657073
125,36,119,014810,2004,361190148102004,Block 2004,G5040, , , ,S,75149,61,+41.3240331,-073.8008630
126,36,119,014811,4005,361190148114005,Block 4005,G5040, , , ,S,311090,0,+41.3208530,-073.7785193
127,36,119,014806,3008,361190148063008,Block 3008,G5040, , , ,S,61071,0,+41.2953090,-073.8046801
128,36,119,014811,4009,361190148114009,Block 4009,G5040, , , ,S,181461,0,+41.3120570,-073.7796118
129,36,119,014811,4011,361190148114011,Block 4011,G5040, , , ,S,358857,0,+41.3110746,-073.7767132
130,36,119,014808,1009,361190148081009,Block 1009,G5040, , , ,S,83242,0,+41.3012828,-073.7811680
131,36,119,014808,2017,361190148082017,Block 2017,G5040, , , ,S,327564,0,+41.2868855,-073.7825095
132,36,119,009800,2021,361190098002021,Block 2021,G5040, , , ,S,132030,0,+40.9873678,-073.7623855
133,36,119,014811,4010,361190148114010,Block 4010,G5040, , , ,S,40412,0,+41.3089412,-073.7791182
134,36,119,013402,2004,361190134022004,Block 2004,G5040, , , ,S,57202,0,+41.1626119,-073.8510636
135,36,119,013202,1022,361190132021022,Block 1022,G5040, , , ,S,19037,0,+41.1556626,-073.8334412
136,36,119,011800,2013,361190118002013,Block 2013,G5040, , , ,S,11324,0,+41.1507744,-073.8231114
137,36,119,012202,3001,361190122023001,Block 3001,G5040, , , ,S,30093,0,+41.1379919,-073.7936436
138,36,119,012202,3008,361190122023008,Block 3008,G5040, , , ,S,13272,0,+41.1370482,-073.7953168
139,36,119,011800,5009,361190118005009,Block 5009,G5040, , , ,S,63141,0,+41.1365550,-073.8020417
140,36,119,009703,3002,361190097033002,Block 3002,G5040, , , ,S,15329,0,+41.0082459,-073.7293848
141,36,119,012202,1010,361190122021010,Block 1010,G5040, , , ,S,8137,0,+41.1397645,-073.7850539
142,36,119,012201,1010,361190122011010,Block 1010,G5040, , , ,S,189920,0,+41.1486796,-073.7795896
143,36,119,009703,1001,361190097031001,Block 1001,G5040, , , ,S,206376,0,+40.9931554,-073.7388028
144,36,119,012101,1009,361190121011009,Block 1009,G5040, , , ,S,100836,0,+41.1239303,-073.7575848
145,36,119,013201,2005,361190132012005,Block 2005,G5040, , , ,S,95541,0,+41.1441196,-073.8529409
146,36,119,014909,1010,361190149091010,Block 1010,G5040, , , ,S,26007,0,+41.3477604,-073.6724120
147,36,119,012502,3024,361190125023024,Block 3024,G5040, , , ,S,1687554,0,+41.2614065,-073.5498259
148,36,119,013000,3010,361190130003010,Block 3010,G5040, , , ,S,69701,0,+41.2137590,-073.7340786
149,36,119,982000,1001,361199820001001,Block 1001,G5040, , , ,S,2591,0,+41.1539569,-073.8678825
150,36,119,011200,2001,361190112002001,Block 2001,G5040, , , ,S,2882,0,+41.0595026,-073.8058190
151,36,119,012101,2018,361190121012018,Block 2018,G5040, , , ,S,11795,0,+41.1444150,-073.7739950
152,36,119,005800,2001,361190058002001,Block 2001,G5040, , , ,S,32733,0,+40.9026716,-073.7817509
153,36,119,005901,3013,361190059013013,Block 3013,G5040, , , ,S,14065,0,+40.9061013,-073.7785465
154,36,119,005702,1001,361190057021001,Block 1001,G5040, , , ,S,79894,0,+40.9026642,-073.7779283
155,36,119,005702,1003,361190057021003,Block 1003,G5040, , , ,S,17359,0,+40.9022066,-073.7801372
156,36,119,005702,2000,361190057022000,Block 2000,G5040, , , ,S,19834,0,+40.9012287,-073.7807892
157,36,119,005702,2003,361190057022003,Block 2003,G5040, , , ,S,14023,0,+40.9006300,-073.7830692
158,36,119,005702,2004,361190057022004,Block 2004,G5040, , , ,S,2289,0,+40.9008991,-073.7838685
159,36,119,005702,2010,361190057022010,Block 2010,G5040, , , ,S,23083,0,+40.8984123,-073.7814948
160,36,119,005702,2012,361190057022012,Block 2012,G5040, , , ,S,10531,0,+40.8988685,-073.7803328
161,36,119,005702,2008,361190057022008,Block 2008,G5040, , , ,S,11162,0,+40.8997489,-073.7795738
162,36,119,006100,2009,361190061002009,Block 2009,G5040, , , ,S,14487,0,+40.9013001,-073.7943924
163,36,119,006100,2002,361190061002002,Block 2002,G5040, , , ,S,34933,0,+40.9052529,-073.7894123
164,36,119,005400,1000,361190054001000,Block 1000,G5040, , , ,S,26007,0,+40.9068310,-073.8011131
165,36,119,006100,2011,361190061002011,Block 2011,G5040, , , ,S,21763,0,+40.9028692,-073.7914344
166,36,119,005500,2006,361190055002006,Block 2006,G5040, , , ,S,12657,0,+40.8929240,-073.7990794
167,36,119,005703,2000,361190057032000,Block 2000,G5040, , , ,S,324816,2351,+40.8975109,-073.7948219
168,36,119,005703,2001,361190057032001,Block 2001,G5040, , , ,S,78903,0,+40.8989611,-073.7925552
169,36,119,005800,3006,361190058003006,Block 3006,G5040, , , ,S,24618,0,+40.9005360,-073.7898805
170,36,119,005500,4036,361190055004036,Block 4036,G5040, , , ,S,12748,0,+40.8868764,-073.8048390
171,36,119,005800,3008,361190058003008,Block 3008,G5040, , , ,S,28433,0,+40.8993211,-073.7888347
172,36,119,005800,3007,361190058003007,Block 3007,G5040, , , ,S,24775,0,+40.8999235,-073.7894251
173,36,119,005703,2007,361190057032007,Block 2007,G5040, , , ,S,295967,0,+40.8916771,-073.7895626
174,36,119,006700,3018,361190067003018,Block 3018,G5040, , , ,S,26755,0,+40.9430032,-073.7847377
175,36,119,006700,3026,361190067003026,Block 3026,G5040, , , ,S,39270,0,+40.9418292,-073.7847393
176,36,119,006700,3029,361190067003029,Block 3029,G5040, , , ,S,23360,0,+40.9373110,-073.7899906
177,36,119,006700,3028,361190067003028,Block 3028,G5040, , , ,S,14989,0,+40.9379555,-073.7885370
178,36,119,007401,1015,361190074011015,Block 1015,G5040, , , ,S,6629,0,+40.9590445,-073.7244641
179,36,119,007401,1008,361190074011008,Block 1008,G5040, , , ,S,5664,0,+40.9599690,-073.7230135
180,36,119,008404,3001,361190084043001,Block 3001,G5040, , , ,S,5576,0,+40.9636986,-073.7226927
181,36,119,008404,3010,361190084043010,Block 3010,G5040, , , ,S,7165,0,+40.9631127,-073.7222387
182,36,119,008404,4003,361190084044003,Block 4003,G5040, , , ,S,10856,0,+40.9656725,-073.7209284
183,36,119,008404,4008,361190084044008,Block 4008,G5040, , , ,S,10836,0,+40.9651493,-073.7203523
184,36,119,008404,4005,361190084044005,Block 4005,G5040, , , ,S,10620,0,+40.9646206,-073.7197963
185,36,119,007402,2004,361190074022004,Block 2004,G5040, , , ,S,8396,0,+40.9599762,-073.7215722
186,36,119,008404,3005,361190084043005,Block 3005,G5040, , , ,S,11228,0,+40.9627227,-073.7199793
187,36,119,008404,3007,361190084043007,Block 3007,G5040, , , ,S,10611,0,+40.9613876,-073.7207199
188,36,119,007401,1000,361190074011000,Block 1000,G5040, , , ,S,1347,0,+40.9608088,-073.7212094
189,36,119,007402,2005,361190074022005,Block 2005,G5040, , , ,S,114711,0,+40.9578757,-073.7214416
190,36,119,008403,2027,361190084032027,Block 2027,G5040, , , ,S,11741,0,+40.9706284,-073.7190701
191,36,119,008403,2028,361190084032028,Block 2028,G5040, , , ,S,11462,0,+40.9706916,-073.7181709
192,36,119,008403,2034,361190084032034,Block 2034,G5040, , , ,S,8385,0,+40.9694627,-073.7189452
193,36,119,008404,4007,361190084044007,Block 4007,G5040, , , ,S,9343,0,+40.9659119,-073.7191570
194,36,119,008404,4002,361190084044002,Block 4002,G5040, , , ,S,8864,0,+40.9662035,-073.7175137
195,36,119,008403,2017,361190084032017,Block 2017,G5040, , , ,S,11848,0,+40.9707944,-073.7163541
196,36,119,008403,2033,361190084032033,Block 2033,G5040, , , ,S,7515,0,+40.9705128,-073.7152984
197,36,119,008403,2016,361190084032016,Block 2016,G5040, , , ,S,25957,0,+40.9712210,-073.7144155
198,36,119,008403,2032,361190084032032,Block 2032,G5040, , , ,S,20255,0,+40.9700508,-073.7143701
199,36,119,008404,5003,361190084045003,Block 5003,G5040, , , ,S,17742,0,+40.9661398,-073.7163662
200,36,119,008404,5005,361190084045005,Block 5005,G5040, , , ,S,20096,0,+40.9670157,-073.7135977
201,36,119,008404,4006,361190084044006,Block 4006,G5040, , , ,S,9910,0,+40.9654151,-073.7185361
202,36,119,008404,4014,361190084044014,Block 4014,G5040, , , ,S,11151,0,+40.9635423,-073.7186499
203,36,119,008404,4011,361190084044011,Block 4011,G5040, , , ,S,11333,0,+40.9643958,-073.7173290
204,36,119,008404,2011,361190084042011,Block 2011,G5040, , , ,S,2905,0,+40.9596393,-073.7169842
205,36,119,008404,2010,361190084042010,Block 2010,G5040, , , ,S,18018,0,+40.9606339,-073.7183239
206,36,119,007402,2002,361190074022002,Block 2002,G5040, , , ,S,17866,0,+40.9595699,-073.7190085
207,36,119,008404,2002,361190084042002,Block 2002,G5040, , , ,S,69846,0,+40.9641100,-073.7122611
208,36,119,008404,5006,361190084045006,Block 5006,G5040, , , ,S,21636,0,+40.9660069,-073.7133871
209,36,119,008404,2005,361190084042005,Block 2005,G5040, , , ,S,9408,0,+40.9636189,-073.7153835
210,36,119,008401,1001,361190084011001,Block 1001,G5040, , , ,S,26206,0,+40.9809979,-073.7079357
211,36,119,008401,1006,361190084011006,Block 1006,G5040, , , ,S,35743,0,+40.9787716,-073.7110029
212,36,119,008401,1009,361190084011009,Block 1009,G5040, , , ,S,14121,0,+40.9766155,-073.7091241
213,36,119,008401,1012,361190084011012,Block 1012,G5040, , , ,S,13437,0,+40.9781904,-073.7081881
214,36,119,008403,2000,361190084032000,Block 2000,G5040, , , ,S,1223,0,+40.9745930,-073.7067229
215,36,119,008401,1010,361190084011010,Block 1010,G5040, , , ,S,10747,0,+40.9764851,-073.7078203
216,36,119,014903,2007,361190149032007,Block 2007,G5040, , , ,S,21448,0,+41.3398322,-073.7060658
217,36,119,007500,1003,361190075001003,Block 1003,G5040, , , ,S,14254,0,+40.9746592,-073.7008586
218,36,119,008403,2009,361190084032009,Block 2009,G5040, , , ,S,11976,0,+40.9726143,-073.7109241
219,36,119,007902,2000,361190079022000,Block 2000,G5040, , , ,S,47984,0,+41.0040127,-073.6730414
220,36,119,008200,4005,361190082004005,Block 4005,G5040, , , ,S,18869,0,+41.0081145,-073.6719708
221,36,119,008200,4008,361190082004008,Block 4008,G5040, , , ,S,12959,0,+41.0077300,-073.6689214
222,36,119,008000,3000,361190080003000,Block 3000,G5040, , , ,S,29522,0,+41.0060445,-073.6689877
223,36,119,008000,3003,361190080003003,Block 3003,G5040, , , ,S,10411,0,+41.0052271,-073.6686812
224,36,119,007902,2002,361190079022002,Block 2002,G5040, , , ,S,35943,0,+41.0023432,-073.6734702
225,36,119,007902,3001,361190079023001,Block 3001,G5040, , , ,S,29307,0,+41.0025153,-073.6716556
226,36,119,007902,3000,361190079023000,Block 3000,G5040, , , ,S,27104,0,+41.0022481,-073.6708126
227,36,119,008200,2022,361190082002022,Block 2022,G5040, , , ,S,47267,0,+41.0081864,-073.6669926
228,36,119,008000,3002,361190080003002,Block 3002,G5040, , , ,S,18446,0,+41.0054082,-073.6668471
229,36,119,008200,2019,361190082002019,Block 2019,G5040, , , ,S,15577,0,+41.0096347,-073.6665362
230,36,119,008000,3006,361190080003006,Block 3006,G5040, , , ,S,21806,0,+41.0032276,-073.6677902
231,36,119,008000,3004,361190080003004,Block 3004,G5040, , , ,S,18948,0,+41.0047007,-073.6671746
232,36,119,008000,3001,361190080003001,Block 3001,G5040, , , ,S,17781,0,+41.0061251,-073.6665530
233,36,119,013102,2006,361190131022006,Block 2006,G5040, , , ,S,172804,0,+41.1628058,-073.7641532
234,36,119,012600,1030,361190126001030,Block 1030,G5040, , , ,S,41499,0,+41.2346254,-073.6171577
235,36,119,012700,3000,361190127003000,Block 3000,G5040, , , ,S,395173,0,+41.2151356,-073.6612857
236,36,119,012700,2002,361190127002002,Block 2002,G5040, , , ,S,159844,8063,+41.2041137,-073.6404400
237,36,119,012102,2014,361190121022014,Block 2014,G5040, , , ,S,6828,0,+41.1204292,-073.7759399
238,36,119,012101,3013,361190121013013,Block 3013,G5040, , , ,S,97862,0,+41.1167914,-073.7658630
239,36,119,011800,3002,361190118003002,Block 3002,G5040, , , ,S,166436,0,+41.1275260,-073.8149791
240,36,119,007800,2001,361190078002001,Block 2001,G5040, , , ,S,60193,0,+40.9945008,-073.6614561
241,36,119,011800,3018,361190118003018,Block 3018,G5040, , , ,S,5706,0,+41.1220654,-073.8091082
242,36,119,012201,1000,361190122011000,Block 1000,G5040, , , ,S,28240,0,+41.1473826,-073.7862870
243,36,119,012101,2002,361190121012002,Block 2002,G5040, , , ,S,6638,0,+41.1510362,-073.7744706
244,36,119,012101,2005,361190121012005,Block 2005,G5040, , , ,S,19451,0,+41.1498256,-073.7737463
245,36,119,012101,2014,361190121012014,Block 2014,G5040, , , ,S,16002,0,+41.1418783,-073.7671701
246,36,119,012101,1003,361190121011003,Block 1003,G5040, , , ,S,4682,0,+41.1447120,-073.7575757
247,36,119,012201,3013,361190122013013,Block 3013,G5040, , , ,S,193118,0,+41.1316500,-073.7746883
248,36,119,012101,2041,361190121012041,Block 2041,G5040, , , ,S,5446,0,+41.1308836,-073.7665347
249,36,119,011800,4023,361190118004023,Block 4023,G5040, , , ,S,1395,0,+41.1274845,-073.7935398
250,36,119,012201,2007,361190122012007,Block 2007,G5040, , , ,S,21730,0,+41.1309081,-073.7827631
251,36,119,012202,2011,361190122022011,Block 2011,G5040, , , ,S,12289,0,+41.1292846,-073.7857327
252,36,119,012202,2008,361190122022008,Block 2008,G5040, , , ,S,6557,0,+41.1300674,-073.7866700
253,36,119,012202,3045,361190122023045,Block 3045,G5040, , , ,S,4739,0,+41.1292760,-073.7884098
254,36,119,007500,1002,361190075001002,Block 1002,G5040, , , ,S,118091,9560,+40.9753493,-073.6944774
255,36,119,012303,3005,361190123033005,Block 3005,G5040, , , ,S,39415,0,+41.1401717,-073.7439732
256,36,119,013102,1025,361190131021025,Block 1025,G5040, , , ,S,356547,0,+41.1459815,-073.7424738
257,36,119,012101,3006,361190121013006,Block 3006,G5040, , , ,S,22483,0,+41.1221375,-073.7561907
258,36,119,011800,3022,361190118003022,Block 3022,G5040, , , ,S,680355,756,+41.1123861,-073.8156679
259,36,119,013103,2036,361190131032036,Block 2036,G5040, , , ,S,76535,0,+41.1901607,-073.8122867
260,36,119,013700,2009,361190137002009,Block 2009,G5040, , , ,S,79640,0,+41.1692943,-073.8186232
261,36,119,013700,2018,361190137002018,Block 2018,G5040, , , ,S,39593,0,+41.1649362,-073.8281034
