polProcessID,stateID,countyID,yearID,sourceTypeID,fuelTypeID,IMProgramID,begModelYearID,endModelYearID,inspectFreq,testStandardsID,useIMyn,complianceFactor,FIP
101,36,36001,2021,21,1,1,1968,1980,1,11,N,95.06,36001
101,36,36003,2021,21,1,1,1968,1980,1,11,N,95.06,36003
101,36,36005,2021,21,1,1,1968,1980,1,11,N,95.06,36005
101,36,36007,2021,21,1,1,1968,1980,1,11,N,95.06,36007
101,36,36009,2021,21,1,1,1968,1980,1,11,N,95.06,36009
101,36,36011,2021,21,1,1,1968,1980,1,11,N,95.06,36011
101,36,36013,2021,21,1,1,1968,1980,1,11,N,95.06,36013
101,36,36015,2021,21,1,1,1968,1980,1,11,N,95.06,36015
101,36,36017,2021,21,1,1,1968,1980,1,11,N,95.06,36017
101,36,36019,2021,21,1,1,1968,1980,1,11,N,95.06,36019
101,36,36021,2021,21,1,1,1968,1980,1,11,N,95.06,36021
101,36,36023,2021,21,1,1,1968,1980,1,11,N,95.06,36023
101,36,36025,2021,21,1,1,1968,1980,1,11,N,95.06,36025
101,36,36027,2021,21,1,1,1968,1980,1,11,N,95.06,36027
101,36,36029,2021,21,1,1,1968,1980,1,11,N,95.06,36029
101,36,36031,2021,21,1,1,1968,1980,1,11,N,95.06,36031
101,36,36033,2021,21,1,1,1968,1980,1,11,N,95.06,36033
101,36,36035,2021,21,1,1,1968,1980,1,11,N,95.06,36035
101,36,36037,2021,21,1,1,1968,1980,1,11,N,95.06,36037
101,36,36039,2021,21,1,1,1968,1980,1,11,N,95.06,36039
101,36,36041,2021,21,1,1,1968,1980,1,11,N,95.06,36041
101,36,36043,2021,21,1,1,1968,1980,1,11,N,95.06,36043
101,36,36045,2021,21,1,1,1968,1980,1,11,N,95.06,36045
101,36,36047,2021,21,1,1,1968,1980,1,11,N,95.06,36047
101,36,36049,2021,21,1,1,1968,1980,1,11,N,95.06,36049
101,36,36051,2021,21,1,1,1968,1980,1,11,N,95.06,36051
101,36,36053,2021,21,1,1,1968,1980,1,11,N,95.06,36053
101,36,36055,2021,21,1,1,1968,1980,1,11,N,95.06,36055
101,36,36057,2021,21,1,1,1968,1980,1,11,N,95.06,36057
101,36,36059,2021,21,1,1,1968,1980,1,11,N,95.06,36059
101,36,36061,2021,21,1,1,1968,1980,1,11,N,95.06,36061
101,36,36063,2021,21,1,1,1968,1980,1,11,N,95.06,36063
101,36,36065,2021,21,1,1,1968,1980,1,11,N,95.06,36065
