OBJECTID,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,SHAPEAREA,SHAPELEN
6488,NY119,3,CrC,309703,66974.9366751953,1092.81559684135
6489,NY119,3,ClB,309698,221494.390898636,4124.40544209569
6490,NY119,3,W,309689,45796.4153665,1129.66698431392
6491,NY119,3,ChB,309694,605155.501695275,4775.66466561036
6492,NY119,3,W,309689,24224.529018454,615.994282365746
6493,NY119,3,LcA,309716,52709.6498994994,1027.63676517161
6494,NY119,3,ClF,309702,112509.491866757,1702.1508385785
6495,NY119,3,HrF,309712,275824.417358819,3382.3803052266
6496,NY119,3,CrC,309703,37827.3038839764,869.686973577094
6497,NY119,3,Uf,309675,73608.2027828814,1219.08063167462
6498,NY119,3,KnB,309714,313748.928754658,3574.5706189466
6499,NY119,3,RhD,309737,345325.759194622,4246.29635678061
6500,NY119,3,UwB,309688,1526317.18769222,10320.3605918978
6501,NY119,3,W,309689,847198.381018776,6253.38270226936
6502,NY119,3,SuB,309671,148179.20632888,2267.06732931825
6503,NY119,3,W,309689,32476.9088112699,724.070446978912
6504,NY119,3,PnD,309723,222856.780555322,2200.72373238925
6505,NY119,3,Ff,309707,251262.127025159,2243.99676836488
6506,NY119,3,CuD,309706,340800.186273002,3901.71417568144
6507,NY119,3,CuD,309706,412834.73486454,2531.86746485885
6508,NY119,3,RhA,309734,1584491.57951635,6264.26884455598
6509,NY119,3,CrC,309703,692571.285263997,5755.73441876323
6510,NY119,3,Ce,309693,100684.736676316,1386.80079982361
6511,NY119,3,LcB,309717,159190.208420386,2385.07132596653
6512,NY119,3,ChD,309696,264533.740049809,2953.13032953568
6513,NY119,3,ChB,309694,76410.5790985354,1011.34908145437
6514,NY119,3,LeB,309718,113792.239232191,1835.5586540165
6515,NY119,3,CrC,309703,86748.7880489714,1797.80525210338
6516,NY119,3,Sh,309743,96288.7842637246,1316.20709309715
6517,NY119,3,ChB,309694,573948.959429868,6444.87346785691
6518,NY119,3,RhD,309737,268488.796396618,3529.78208851609
6519,NY119,3,Sm,309744,55561.5515632554,1077.06760316342
6520,NY119,3,RhE,309738,234274.708819554,3557.25063201949
6521,NY119,3,CrC,309703,139707.827201826,1488.65388025259
6522,NY119,3,CrC,309703,359699.24230944,2476.45271530658
6523,NY119,3,CsD,309704,549116.57483552,4551.33264634298
6524,NY119,3,W,309689,30139.1586855614,722.65047608756
6525,NY119,3,HrF,309712,177553.352339521,2581.86457821397
6526,NY119,3,W,309689,94991.9601359485,1322.02500673421
6527,NY119,3,CrC,309703,138309.61162176,2335.92693622114
6528,NY119,3,CrC,309703,2286954.72069572,15780.6589898523
6529,NY119,3,Ce,309693,1356713.61412644,7936.167732947
6530,NY119,3,SuB,309671,224818.037232038,2113.24595771391
6531,NY119,3,UvB,309686,216812.432258849,2067.09235300725
6532,NY119,3,SuB,309671,41797.9388715815,1109.85857438505
6533,NY119,3,CtC,309705,171367.640205709,1521.31336087447
6534,NY119,3,LcB,309717,132750.691162985,2509.88505612446
6535,NY119,3,SuB,309671,283391.757326614,3227.77108804838
6536,NY119,3,W,309689,16065.6939512838,500.826665191739
6537,NY119,3,LcA,309716,290160.379737123,4330.7266295379
6538,NY119,3,RhD,309737,208728.009262556,4282.72970587515
6539,NY119,3,DAM,750623,264510.045822555,2114.15105656429
6540,NY119,3,HrF,309712,81937.5369415546,1598.96691831975
6541,NY119,3,PnB,309721,219118.785477871,2763.93816370226
6542,NY119,3,W,309689,15527.592620442,497.334906177249
6543,NY119,3,CuD,309706,518121.772655474,4084.91965381484
6544,NY119,3,W,309689,33578.9422829447,761.547105029527
6545,NY119,3,W,309689,7307.55503689168,343.100503897292
6546,NY119,3,CtC,309705,87305.572527862,1270.12694822061
6547,NY119,3,CtC,309705,166298.215670563,1603.30705593884
6548,NY119,3,PnC,309722,182321.190732243,2105.65095548179
6549,NY119,3,HrF,309712,101495.714720894,1942.90209011594
6550,NY119,3,WdB,309691,164177.485716334,2087.67844387741
6551,NY119,3,Ra,309730,398597.312163867,4263.62418207525
6552,NY119,3,ChB,309694,191102.870801007,2752.34274634512
6553,NY119,3,ChC,309695,147691.489664407,2163.59364830795
6554,NY119,3,W,309689,16542.7775536797,670.805858711535
6555,NY119,3,ChB,309694,105810.448503681,1518.78283489476
6556,NY119,3,ChC,309695,337595.31518608,3791.00652093228
6557,NY119,3,ChD,309696,186209.195005631,2466.80656254589
6558,NY119,3,SuB,309671,154509.745512576,1757.04409322311
6559,NY119,3,SuB,309671,201212.685224757,1841.55697780216
6560,NY119,3,Ub,309672,60560.0747152903,980.670507959807
6561,NY119,3,HrF,309712,377382.894870542,4783.69667429948
6562,NY119,3,ChD,309696,246015.136098625,4275.06201023919
6563,NY119,3,HrF,309712,652155.768891288,10819.8610843124
6564,NY119,3,ChD,309696,238175.416004756,3115.90942854007
6565,NY119,3,W,309689,17001.5708800911,595.22179764329
6566,NY119,3,Sh,309743,91546.8460828218,1308.4430036215
6567,NY119,3,RhB,309735,66727.3057156989,1352.43435047568
6568,NY119,3,PnD,309723,311118.201612731,3203.87069690447
6569,NY119,3,W,309689,15490.5347168412,461.562777545829
6570,NY119,3,HnD,309711,98824.6198794527,1367.94373620802
6571,NY119,3,ChD,309696,232326.380307812,3232.52652825974
6572,NY119,3,Ra,309730,1367870.57835831,8033.48309343787
6573,NY119,3,CuD,309706,258566.074131619,3178.23436758763
6574,NY119,3,CrC,309703,161015.227012063,3432.18292138743
6575,NY119,3,Ce,309693,2153482.7299872,10115.4835246285
6576,NY119,3,W,309689,27323.5819654788,696.804104023437
6577,NY119,3,ChC,309695,91103.0752883958,1507.18980207755
6578,NY119,3,CrC,309703,108910.374887645,1319.8610220787
6579,NY119,3,ChD,309696,375452.661352565,3172.00003192597
6580,NY119,3,LcB,309717,144414.039154871,2771.05140392817
6581,NY119,3,Uf,309675,4887216.43730868,20480.8640757773
6582,NY119,3,Sh,309743,59241.7279939532,963.773105830716
6583,NY119,3,CsD,309704,188176.483689514,2562.14959019076
6584,NY119,3,Ra,309730,412615.658075853,3737.90699179935
6585,NY119,3,ClB,309698,265016.673958313,4197.67514462267
6586,NY119,3,Ub,309672,58042.6165284895,914.320633243183
6587,NY119,3,HrF,309712,918776.291329239,9380.85794369135
6588,NY119,3,RdA,309731,396355.09730814,3531.1082936222
6589,NY119,3,UlC,309679,329665.511790235,3121.29187811577
6590,NY119,3,CsD,309704,3213658.29432686,23620.9435074015
6591,NY119,3,PnC,309722,189414.706850332,3127.73915710704
6592,NY119,3,WdA,309690,1113262.10754965,8447.44854460948
6593,NY119,3,UwB,309688,489687.758993027,3963.82491190782
6594,NY119,3,UwB,309688,799140.761807873,6315.47712041292
6595,NY119,3,WdB,309691,92195.2464368086,1227.2389878971
6596,NY119,3,CrC,309703,109513.526734242,2011.33880955059
6597,NY119,3,Ub,309672,375719.741259782,3442.71139302862
6598,NY119,3,CtC,309705,96783.9613937075,1485.00408471529
6599,NY119,3,RhE,309738,512670.105730751,6850.64527507877
6600,NY119,3,RdA,309731,99513.5704261492,1302.27644787493
6601,NY119,3,UhB,309676,198474.144251063,2378.89146101511
6602,NY119,3,RdB,309732,196791.776166078,2093.63578640215
6603,NY119,3,UvC,309687,646056.908880972,6514.0768586679
6604,NY119,3,CsD,309704,123377.844749974,2325.18819992871
6605,NY119,3,UrB,309685,344445.671866818,3294.7324811633
6606,NY119,3,Ub,309672,189971.409567302,1761.92938346475
6607,NY119,3,PnC,309722,211938.414203232,2496.0520709023
6608,NY119,3,ChC,309695,547909.210679726,4195.27507313807
6609,NY119,3,CrC,309703,546182.299747984,4482.02179660825
6610,NY119,3,CuD,309706,426984.395315271,5372.03532669072
6611,NY119,3,RdB,309732,263567.739518326,2846.35639662519
6612,NY119,3,CrC,309703,109460.794779705,2230.60772726086
6613,NY119,3,CsD,309704,361286.883382635,2809.27430481571
6614,NY119,3,CrC,309703,255641.21857319,3087.7740983549
6615,NY119,3,RhE,309738,310853.330540323,4431.13550828058
6616,NY119,3,CrC,309703,298657.863564724,4983.97475146691
6617,NY119,3,ChD,309696,611065.590455437,6463.08236311666
6618,NY119,3,CrC,309703,152642.814808323,1609.16954301137
6619,NY119,3,ChD,309696,185827.032080741,2623.07739669441
6620,NY119,3,CsD,309704,416759.892107035,4723.62768514064
6621,NY119,3,SuB,309671,81468.7755397568,1977.53776938596
6622,NY119,3,PnC,309722,101358.107921451,1721.84060585449
6623,NY119,3,ClF,309702,449110.530391071,4550.42793149854
6624,NY119,3,CrC,309703,254070.641271139,2121.03722053226
6625,NY119,3,PnB,309721,163139.627582956,1787.69655176121
6626,NY119,3,ChB,309694,590775.522622493,4599.31788201651
6627,NY119,3,W,309689,10588.7368490184,390.017200338539
6628,NY119,3,WdB,309691,139477.88152886,1943.36099661793
6629,NY119,3,CtC,309705,444435.427874498,3436.59835124521
6630,NY119,3,CrC,309703,100290.766225748,1565.50237371513
6631,NY119,3,SuB,309671,125326.460273711,1468.74106047888
6632,NY119,3,CsD,309704,1543110.31593068,14129.7074488812
6633,NY119,3,Ce,309693,414595.531320086,5287.99519691369
6634,NY119,3,HrF,309712,192781.606794284,2166.75278828763
6635,NY119,3,Pa,309719,468860.716895906,4942.67645493675
6636,NY119,3,ChD,309696,64318.249892363,1202.46950184234
6637,NY119,3,W,309689,83551.3165488191,1611.79308816052
6638,NY119,3,Uc,309673,31473.0833508649,1092.03697989091
6639,NY119,3,Ff,309707,749250.476406168,7090.24626717403
6640,NY119,3,RdB,309732,560029.276999579,5922.22066493869
6641,NY119,3,UpC,309683,153745.093898844,1526.6341434332
6642,NY119,3,CsD,309704,177336.022024919,3104.84754053407
6643,NY119,3,ClB,309698,56991.0478332979,1020.0099030054
6644,NY119,3,Pc,309720,69563.9809624124,1540.4190905816
6645,NY119,3,CtC,309705,322410.504515721,2756.64203615556
6646,NY119,3,LcA,309716,103750.66832719,1799.96711599255
6647,NY119,3,W,309689,17879.3866550536,503.33798616919
6648,NY119,3,WdB,309691,146419.481439996,1924.76644673406
6649,NY119,3,UwB,309688,581041.127198564,5741.94095079162
6650,NY119,3,CuD,309706,128360.892628773,1851.50740759455
6651,NY119,3,SuB,309671,428941.266374415,4581.3415667692
6652,NY119,3,PnB,309721,2635067.841352,19237.4039478006
6653,NY119,3,CsD,309704,263143.726558423,3115.36791488688
6654,NY119,3,Ff,309707,173058.691069622,3403.3501263645
6655,NY119,3,Ra,309730,420996.532880386,2855.96034330877
6656,NY119,3,RdA,309731,942537.839763341,6860.39709588146
6657,NY119,3,HrF,309712,187693.590602895,2099.55007676703
6658,NY119,3,CsD,309704,348139.113031992,2974.06611164694
6659,NY119,3,WdB,309691,460370.24486935,4490.95654423303
6660,NY119,3,Pw,309729,235883.903502714,2034.71300886364
6661,NY119,3,CtC,309705,1787074.13766089,11737.2421550831
