OBJECTID,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,SHAPEAREA,SHAPELEN
12251,NY119,3,UpD,309684,152945.790981673,1981.52302920058
12252,NY119,3,Ub,309672,276172.347653703,2149.76408432792
12253,NY119,3,CtC,309705,93399.104889334,1375.31978538398
12254,NY119,3,CuD,309706,72536.0879345524,1291.76154084785
12255,NY119,3,CrC,309703,378080.810021569,2370.10794831765
12256,NY119,3,CrC,309703,8207705.14387658,22081.9695344113
12257,NY119,3,Ub,309672,71848.8092895703,1140.61090920895
12258,NY119,3,Uc,309673,69819.3273327801,1284.61958805659
12259,NY119,3,UhB,309676,104809.432730625,1386.81041959319
12260,NY119,3,UlD,309680,59093.4199479956,1298.23219056653
12261,NY119,3,ChD,309696,155379.65132822,1987.66798064162
12262,NY119,3,PnD,309723,387969.475639757,3210.81152613475
12263,NY119,3,CrC,309703,58126.2074112118,1043.41360620534
12264,NY119,3,RdA,309731,315810.60772057,2389.61678365769
12265,NY119,3,Ub,309672,144318.37028712,1695.56225868787
12266,NY119,3,PnD,309723,1874402.96580271,10638.5481314729
12267,NY119,3,CsD,309704,427174.980112809,4529.47626273047
12268,NY119,3,CtC,309705,53740.9833599867,995.181511193037
12269,NY119,3,WdA,309690,163276.347449385,1539.16030705727
12270,NY119,3,CsD,309704,181295.839421642,1906.7951428351
12271,NY119,3,CuD,309706,88211.8071745137,1759.99815308961
12272,NY119,3,RdB,309732,101657.841996715,1579.90304382179
12273,NY119,3,SuB,309671,267948.621757411,2771.48201595987
12274,NY119,3,CrC,309703,486356.790889516,3499.82029761981
12275,NY119,3,LeB,309718,290044.035917444,3946.2140621544
12276,NY119,3,CuD,309706,247051.152933741,2785.27863396956
12277,NY119,3,ChC,309695,131538.463058738,2225.12534586923
12278,NY119,3,ChD,309696,244113.547827264,2984.15253872096
12279,NY119,3,CsD,309704,826685.185141557,4837.33008667355
12280,NY119,3,CrC,309703,73776.2152299287,998.361230962356
12281,NY119,3,PnC,309722,176281.124504043,2695.71537736553
12282,NY119,3,CrC,309703,159207.431045101,1996.15803313759
12283,NY119,3,Sh,309743,185528.660022673,2261.58924734534
12284,NY119,3,Sh,309743,291238.320337394,3088.41360801577
12285,NY119,3,Pa,309719,40122.5486806816,894.383448494879
12286,NY119,3,Pa,309719,177415.964048593,1972.28796397979
12287,NY119,3,ClC,309699,135691.236454962,1564.81542557727
12288,NY119,3,CuD,309706,140338.475117086,2131.12895648091
12289,NY119,3,PnC,309722,137352.064346429,1580.98914103064
12290,NY119,3,WdC,309692,143617.07005578,2016.96639285147
12291,NY119,3,Pa,309719,188085.720607281,3226.47780466314
12292,NY119,3,ChD,309696,308119.313941474,4038.96049192473
12293,NY119,3,Ub,309672,566916.29808083,5337.21309695294
12294,NY119,3,ChD,309696,309812.451988394,4580.45855214632
12295,NY119,3,SuB,309671,305275.565932139,3329.06576525582
12296,NY119,3,CrC,309703,668398.152918805,4341.13258676248
12297,NY119,3,LcA,309716,83358.5412201562,1447.2515272464
12298,NY119,3,PnD,309723,254996.993919421,2454.14602464357
12299,NY119,3,UvB,309686,277587.336767664,2143.80916379733
12300,NY119,3,ChC,309695,306252.520243453,2400.95160998246
12301,NY119,3,CrC,309703,105281.438970889,1472.48886781368
12302,NY119,3,Ce,309693,72010.113370292,1052.19053258506
12303,NY119,3,WdC,309692,144938.856986636,2123.56344681684
12304,NY119,3,ChD,309696,1013995.97127154,9645.83785499107
12305,NY119,3,CuD,309706,743267.341015583,5767.60328269543
12306,NY119,3,RhB,309735,376459.597036218,2617.71142834202
12307,NY119,3,Uf,309675,57808.1541831197,988.848629373773
12308,NY119,3,Pv,309728,219148.022985944,1888.38152775955
12309,NY119,3,CrC,309703,284076.187968555,3380.14165811324
12310,NY119,3,RhC,309736,149569.37326492,2407.04503326893
12311,NY119,3,ChC,309695,176069.544551326,1924.59214174182
12312,NY119,3,CrC,309703,604806.975714722,4792.84074119038
12313,NY119,3,ChC,309695,542401.192235448,6106.64372239416
12314,NY119,3,ChC,309695,463162.430959851,5567.84734661426
12315,NY119,3,SuB,309671,121431.287128117,2074.3356943196
12316,NY119,3,CtC,309705,116524.175211877,2126.94053118778
12317,NY119,3,WdB,309691,233448.152345203,3383.42606696924
12318,NY119,3,CsD,309704,484539.446775739,5364.65111078344
12319,NY119,3,CrC,309703,155790.514397301,1742.49221268839
12320,NY119,3,ChC,309695,287890.128157139,2397.10088464788
12321,NY119,3,ChC,309695,157900.956124378,2412.14272153362
12322,NY119,3,Ff,309707,125124.242220977,2323.90991421752
12323,NY119,3,ClB,309698,148423.469988759,1550.93973971918
12324,NY119,3,CrC,309703,178325.650105596,1890.50007768855
12325,NY119,3,Sh,309743,216209.20984428,2648.91555945286
12326,NY119,3,WdB,309691,253895.096678119,3079.82707168604
12327,NY119,3,CsD,309704,2505437.84427835,14689.1405860877
12328,NY119,3,PnC,309722,128873.957501048,1667.43565729841
12329,NY119,3,RdB,309732,376677.319597527,4500.37518253657
12330,NY119,3,PnB,309721,3501905.4437853,20805.7728304033
12331,NY119,3,LcB,309717,206996.101637072,2156.16169911703
12332,NY119,3,HrF,309712,154298.278645265,2166.64231708387
12333,NY119,3,HrF,309712,8249310.58497984,41580.1326166161
12334,NY119,3,PnB,309721,613529.057435231,3757.95632446293
12335,NY119,3,Ub,309672,195869.647592721,1758.06203856956
12336,NY119,3,LeB,309718,273116.269601233,2964.50851097458
12337,NY119,3,Uf,309675,98885.2890863583,1171.85636130288
12338,NY119,3,WdB,309691,282965.27660225,3540.04259684631
12339,NY119,3,CrC,309703,255503.052264985,2399.17960055341
12340,NY119,3,PnC,309722,684663.950454702,4764.00835895114
12341,NY119,3,PoC,309725,1461748.48967653,10352.4109476887
12342,NY119,3,Sh,309743,110632.341321747,1337.6992381817
12343,NY119,3,CtC,309705,221619.736342053,2175.5677683563
12344,NY119,3,CsD,309704,26880.3622755946,740.953443833562
12345,NY119,3,CsD,309704,634090.002928568,3421.5250006476
12346,NY119,3,PnB,309721,5532163.39501753,18036.8745721348
12347,NY119,3,W,309689,14416.8364896467,494.958070672589
12348,NY119,3,Ub,309672,99214.8299601483,1737.46834985511
12349,NY119,3,RdB,309732,69101.0118070356,1498.96318060349
12350,NY119,3,CrC,309703,128575.990474003,1504.52712839133
12351,NY119,3,PnC,309722,126302.303389564,2277.7080434408
12352,NY119,3,PnB,309721,1919171.74944691,10715.9666048106
12353,NY119,3,CtC,309705,135574.899818178,1566.11168416407
12354,NY119,3,Ub,309672,73546.6823656874,1164.28841734321
12355,NY119,3,WdC,309692,216175.979448406,2801.64693842917
12356,NY119,3,Uf,309675,157934.687055842,1572.38590310977
12357,NY119,3,PnD,309723,645329.170570346,3720.58162738821
12358,NY119,3,CuD,309706,81028.2208593401,1815.99664873164
12359,NY119,3,Sm,309744,24946.8285333402,675.092346981824
12360,NY119,3,ChE,309697,206162.591377761,3331.31377920767
12361,NY119,3,Ub,309672,45094.8353530107,854.626946217073
12362,NY119,3,ChC,309695,1001432.02655081,8270.28253247326
12363,NY119,3,LcB,309717,11748.1346429578,459.155858767141
12364,NY119,3,PnB,309721,4402919.68230014,16581.8329352698
12365,NY119,3,LeB,309718,154892.458608054,2039.75855644046
12366,NY119,3,WdB,309691,429589.642084515,3795.15812422056
12367,NY119,3,Pw,309729,71272.8528792719,1435.08452813866
12368,NY119,3,Ce,309693,580987.217794368,6447.69218030874
12369,NY119,3,LcA,309716,561331.481719727,9197.44808032278
12370,NY119,3,RgB,309733,306775.567823473,3448.12629063459
12371,NY119,3,RhE,309738,927054.685629358,6493.73749623697
12372,NY119,3,CrC,309703,324880.263687985,2165.30716935457
12373,NY119,3,Ub,309672,268558.026551031,3352.53040342069
12374,NY119,3,CrC,309703,59178.5757249704,1032.00600163347
12375,NY119,3,Uc,309673,2584890.80325224,10650.1362344183
12376,NY119,3,Ce,309693,35025.9284947624,735.630346910949
12377,NY119,3,Uf,309675,231119.52647205,1948.99952884781
12378,NY119,3,CsD,309704,10685.3252133948,394.656578148569
12379,NY119,3,WdC,309692,154953.152149539,2110.9133382126
12380,NY119,3,CsD,309704,169560.193996556,2619.82302627799
12381,NY119,3,PnB,309721,403559.859208862,2827.40795923401
12382,NY119,3,PnC,309722,1924050.91902907,13934.6951393044
12383,NY119,3,CsD,309704,123807.022792515,1592.56824642989
12384,NY119,3,Sh,309743,53003.3194055247,1031.00458540789
12385,NY119,3,ChE,309697,52243.7670684187,1319.23586552878
12386,NY119,3,HnD,309711,179203.659877405,2367.82861955178
12387,NY119,3,ClF,309702,405363.828140269,4560.92030387763
12388,NY119,3,PnB,309721,22610.3205579914,752.798742159222
12389,NY119,3,CrC,309703,39905.9335920677,938.839024903937
12390,NY119,3,RhD,309737,160711.64160266,1631.01144035471
12391,NY119,3,LcB,309717,121401.124464562,1471.70842932965
12392,NY119,3,PnC,309722,3430332.00150403,15637.253488694
12393,NY119,3,PoC,309725,26353.8940135777,861.111147831796
12394,NY119,3,SuB,309671,36048.9038579887,1042.60698762618
12395,NY119,3,CsD,309704,141077.38920414,2468.01948414781
12396,NY119,3,PnB,309721,998798.909237097,5563.56564346841
12397,NY119,3,PnC,309722,418999.950734427,4201.51881357922
12398,NY119,3,PnD,309723,362063.26844417,3102.03058513802
12399,NY119,3,CtC,309705,117594.249046703,1598.80740343738
12400,NY119,3,PnC,309722,276334.047317058,3372.6902926247
12401,NY119,3,CrC,309703,11555737.456884,51651.4200746958
12402,NY119,3,PnB,309721,256958.48027069,2162.96377198655
12403,NY119,3,PnC,309722,560688.613253103,4472.32941131985
12404,NY119,3,LcB,309717,263332.497820408,3405.52528420252
12405,NY119,3,ClC,309699,205891.276906194,2419.06067418176
12406,NY119,3,Pc,309720,183058.126524005,2471.69890248029
12407,NY119,3,RdB,309732,127516.434655044,2203.01223840533
12408,NY119,3,HnB,309709,119345.058840155,1717.99380484788
12409,NY119,3,LeB,309718,186247.551765201,1826.89666515134
12410,NY119,3,W,309689,15552.0261012827,507.494942713377
12411,NY119,3,PnC,309722,846982.346646355,9731.71631602107
12412,NY119,3,CsD,309704,76361.1276714973,1690.66850183355
12413,NY119,3,CtC,309705,45826.944159195,962.815072750518
12414,NY119,3,CrC,309703,121784.543227137,1373.28665040226
12415,NY119,3,ChD,309696,291593.298108776,2735.00712089412
12416,NY119,3,CrC,309703,261790.379273612,3293.13389353325
12417,NY119,3,Sh,309743,103588.439544957,1955.09834268607
12418,NY119,3,CrC,309703,6613426.20061429,52101.9536770389
12419,NY119,3,CrC,309703,381680.69690854,3027.37176638512
12420,NY119,3,UpB,309682,289786.763425401,2188.10774342284
12421,NY119,3,PnC,309722,184567.000049165,2450.68088811685
12422,NY119,3,CsD,309704,34701.2305622548,1096.50286006685
12423,NY119,3,CsD,309704,132410.308453007,1597.61296381986
12424,NY119,3,Ub,309672,81814.3597516096,1217.32110825066
12425,NY119,3,CsD,309704,2804107.18977399,28483.8187303383
12426,NY119,3,W,309689,1182585.31695225,6743.67760668353
12427,NY119,3,PnB,309721,479609.261420505,4217.42649732247
12428,NY119,3,PoD,309726,127487.779463411,2045.91151304116
12429,NY119,3,PnB,309721,1396829.19722064,10981.4454999138
12430,NY119,3,CrC,309703,363349.32500799,2529.2037772393
12431,NY119,3,Sh,309743,77678.6409791369,1419.73767975376
12432,NY119,3,CuD,309706,230961.967595699,3009.51373247115
12433,NY119,3,CtC,309705,301597.577274324,3201.9121023917
12434,NY119,3,RdB,309732,122252.063573678,2006.1173500783
12435,NY119,3,Uc,309673,1246393.0435315,10589.6233326126
12436,NY119,3,CuD,309706,141675.008399084,2114.16344613272
12437,NY119,3,SuB,309671,174013.122263549,2426.94295862171
12438,NY119,3,ClB,309698,209445.037281196,2016.63319459065
12439,NY119,3,UwB,309688,1346653.37473951,6254.59901472969
12440,NY119,3,LcB,309717,1201790.87328643,8899.83008151708
12441,NY119,3,Sh,309743,202001.704261257,1766.50582377996
12442,NY119,3,UpC,309683,116055.909045292,1505.36346501134
12443,NY119,3,W,309689,129008.754302758,1811.46084121341
12444,NY119,3,W,309689,7409.77358423115,339.820758644853
12445,NY119,3,CuD,309706,80982.4797093355,1621.1217818122
12446,NY119,3,UlC,309679,361969.129958476,2745.18448790981
12447,NY119,3,PnC,309722,1560909.07153128,7634.44801954623
12448,NY119,3,PnC,309722,1813949.47212077,9670.54120715894
12449,NY119,3,UpB,309682,567872.290400734,4023.94105568354
12450,NY119,3,CrC,309703,285459.366592344,2620.85615529164
12451,NY119,3,LeB,309718,126667.41707729,2945.72378220353
12452,NY119,3,UlC,309679,5605427.88961801,28593.8376431956
12453,NY119,3,CrC,309703,112646.076538566,1402.3414287527
12454,NY119,3,CuD,309706,764167.828511409,6012.79921265565
12455,NY119,3,UwB,309688,2217969.07093046,13121.7854164827
12456,NY119,3,Ff,309707,153961.15994074,2624.4377889382
12457,NY119,3,CrC,309703,174974.082723159,3053.70253119012
12458,NY119,3,UwB,309688,1335948.72741954,9655.34856273611
12459,NY119,3,W,309689,45546.6995082565,928.387259381007
12460,NY119,3,CrC,309703,307533.439718348,2824.46238484079
12461,NY119,3,UhB,309676,245608.347538457,2153.68380700841
12462,NY119,3,W,309689,12812.2950126204,457.556033952795
12463,NY119,3,Ff,309707,36048.1978358459,812.009688999892
12464,NY119,3,UwB,309688,1497804.88664704,8956.49750983959
12465,NY119,3,W,309689,84447.8800840616,1404.33454875389
12466,NY119,3,ChE,309697,142944.182687253,2019.90215460026
12467,NY119,3,W,309689,27394.8728807686,713.416068467718
12468,NY119,3,Ce,309693,96637.9787015637,1134.82455152206
12469,NY119,3,CrC,309703,6429738.89008121,45315.7366898736
12470,NY119,3,UpB,309682,1691077.91371787,7627.06107019313
12471,NY119,3,W,309689,13247.3313998692,462.120730693075
12472,NY119,3,HrF,309712,82419.4884251928,2136.69609939476
12473,NY119,3,UhC,309677,738401.187161461,4337.80111942042
12474,NY119,3,CtC,309705,1208553.91207129,7514.59212760502
12475,NY119,3,ChB,309694,88620.4333728707,2086.61972703188
12476,NY119,3,Ub,309672,451405.335922594,3731.97198747714
12477,NY119,3,ChD,309696,670273.274706915,5127.92851432928
12478,NY119,3,Ff,309707,203449.731548853,2923.72083397806
12479,NY119,3,HrF,309712,385887.530386587,4825.40091861838
12480,NY119,3,UhB,309676,333466.201320058,2589.49401815938
12481,NY119,3,UrB,309685,330884.92592239,3412.839764731
12482,NY119,3,UwB,309688,2219893.21194488,9490.40845902968
12483,NY119,3,W,309689,3775648.73557322,8601.76033696728
12484,NY119,3,UwB,309688,801358.02147158,5684.01402174582
12485,NY119,3,Ub,309672,542049.190513353,4116.88942054072
12486,NY119,3,Uc,309673,144275.389392206,1677.23038352651
12487,NY119,3,UlC,309679,1854872.91863285,6914.56463570457
12488,NY119,3,Uf,309675,238536.640011123,2103.97121919768
12489,NY119,3,UhB,309676,1161539.18792061,4402.95777660141
12490,NY119,3,Ff,309707,5157933.74855488,30775.5837877698
12491,NY119,3,SuB,309671,117067.840982383,2057.54217229755
12492,NY119,3,Uf,309675,391490.293498515,3104.86984569744
12493,NY119,3,UhB,309676,1244436.4440687,4479.95138460408
12494,NY119,3,UlC,309679,4331959.00935469,11445.465341536
12495,NY119,3,CuD,309706,213980.432695918,3248.73602098919
12496,NY119,3,Ub,309672,69567.8216612649,1119.64255046653
12497,NY119,3,ClD,309700,2220069.09042006,10686.4410436318
12498,NY119,3,Uf,309675,1189108.86385336,7252.62911617708
12499,NY119,3,Sh,309743,53772.5909791376,996.786983004941
12500,NY119,3,LeB,309718,187434.0336226,3325.06328212922
12501,NY119,3,UpC,309683,1323376.07500028,7513.67527915918
12502,NY119,3,UmC,309681,111075.718652632,1661.06332613023
12503,NY119,3,UhB,309676,1837312.33198606,7772.32655280204
12504,NY119,3,UpB,309682,5273256.73600425,16840.7442101334
12505,NY119,3,Ff,309707,119860.744081463,1639.21422811294
12506,NY119,3,CtC,309705,1057842.66612422,5136.56041788633
12507,NY119,3,CsD,309704,471534.527127463,5032.23835141045
12508,NY119,3,CrC,309703,2090193.61108092,8176.85283683034
12509,NY119,3,UlC,309679,726612.524965051,4239.67957352432
12510,NY119,3,UwB,309688,289337.813884033,4087.49359565457
12511,NY119,3,UpB,309682,2858550.91044068,10749.9434913638
12512,NY119,3,Ub,309672,1305185.32771926,6035.44514344532
12513,NY119,3,W,309689,62346.4135630573,1296.57840858028
12514,NY119,3,W,309689,29439.7813834093,686.753591771836
12515,NY119,3,CrC,309703,31028.5447026404,776.556540227636
12516,NY119,3,PnC,309722,484826.490501611,4794.38620624777
12517,NY119,3,UhB,309676,498242.993870208,3933.16357799644
12518,NY119,3,ChC,309695,563833.786159543,5811.3641212965
12519,NY119,3,Uc,309673,160677.691116836,3147.21233293543
12520,NY119,3,SuB,309671,67527.392191882,1147.19956479858
12521,NY119,3,CtC,309705,245296.206489542,2934.28872083932
12522,NY119,3,UlC,309679,989880.900592095,5454.18039434451
12523,NY119,3,UlD,309680,711804.603567544,8572.86515498714
12524,NY119,3,CtC,309705,726737.334387352,4133.56668981798
12525,NY119,3,CrC,309703,1052381.12623184,4615.64219831738
12526,NY119,3,CrC,309703,204707.926272686,2295.99238620615
12527,NY119,3,RhB,309735,598452.201693512,5235.0146407298
12528,NY119,3,Ub,309672,630279.931606951,7777.05826856934
12529,NY119,3,LcB,309717,113914.926314829,1418.79978194189
12530,NY119,3,Uf,309675,172008.489951139,1802.89857529456
12531,NY119,3,LcB,309717,228670.408365975,2684.22124019673
12532,NY119,3,Pa,309719,67121.7044540282,1357.25755405873
12533,NY119,3,Uf,309675,143764.36893475,1449.27300194467
12534,NY119,3,CrC,309703,1445858.82606871,7327.80410697515
12535,NY119,3,PnC,309722,122835.713542557,2755.12546040842
12536,NY119,3,ChD,309696,125821.514522193,1722.47657364416
12537,NY119,3,SuB,309671,175769.932607073,3014.20333876919
12538,NY119,3,SuA,309670,296282.758779593,4845.45478851902
12539,NY119,3,CrC,309703,9648.64953182214,529.428075828215
12540,NY119,3,HrF,309712,169116.226745194,2421.67950641389
12541,NY119,3,CuD,309706,88775.7990657388,2099.5422644098
12542,NY119,3,CuD,309706,56568.7050671566,1077.50156575347
12543,NY119,3,CuD,309706,646080.721481887,5948.17766428977
12544,NY119,3,W,309689,101677.002438291,1708.38528012817
12545,NY119,3,CtC,309705,536510.361984409,3557.83275309492
12546,NY119,3,UwB,309688,137282.055142998,1982.55364618058
12547,NY119,3,W,309689,183475.582508256,1934.04986170075
12548,NY119,3,W,309689,12776.7299913496,478.714947201885
12549,NY119,3,RgB,309733,255961.582225919,3739.0317417824
12550,NY119,3,LeB,309718,164895.652941321,3826.30149254696
12551,NY119,3,CrC,309703,361179.661460007,2622.18173331128
12552,NY119,3,WdB,309691,281621.007255612,3258.96045089613
12553,NY119,3,CuD,309706,578028.941281263,5758.14517434881
12554,NY119,3,Ub,309672,414629.262267237,2860.38601238319
12555,NY119,3,UlC,309679,4869249.26179815,18895.0066641005
12556,NY119,3,UhB,309676,3463803.62785836,17413.0262057783
12557,NY119,3,UlC,309679,350335.231789712,2715.68594530356
12558,NY119,3,LeB,309718,122570.42038945,1715.93053435925
12559,NY119,3,UlC,309679,5532578.26672039,18844.2910988165
12560,NY119,3,Ub,309672,184027.634046426,1790.55761284537
12561,NY119,3,CuD,309706,111759.423842183,1778.72990276812
12562,NY119,3,Ub,309672,148190.597383028,1663.51479885585
12563,NY119,3,ClC,309699,69440.0584786276,1190.4251742792
12564,NY119,3,Pc,309720,254136.261397707,2094.97923042907
12565,NY119,3,RhB,309735,357395.962265631,3810.74008480471
12566,NY119,3,ClC,309699,123057.744785435,1553.28736980017
12567,NY119,3,RdB,309732,132631.013542674,1869.45212497409
12568,NY119,3,W,309689,44825.1058268611,1063.793261273
12569,NY119,3,ChB,309694,442185.829543222,3760.67581972248
12570,NY119,3,W,309689,49107.4125191065,1006.55860276535
12571,NY119,3,W,309689,42558.7483302169,803.800743646613
12572,NY119,3,W,309689,42418.226543003,801.257911301424
12573,NY119,3,PnC,309722,196695.123392734,2600.91865897807
12574,NY119,3,ChB,309694,246006.505889759,2627.21733732065
12575,NY119,3,PnB,309721,3393539.67138661,10831.9738361504
12576,NY119,3,PnD,309723,2338840.63116855,12771.3602519364
12577,NY119,3,SuB,309671,123858.423336973,1850.56797231939
12578,NY119,3,PnD,309723,206305.489838487,2378.78930957007
12579,NY119,3,Ff,309707,29736.5894912452,756.216038746251
12580,NY119,3,ChB,309694,505171.068581494,2741.44669719598
12581,NY119,3,UpC,309683,1982611.09997145,10694.2499459924
12582,NY119,3,PnD,309723,53335.2363219079,1003.97106092109
12583,NY119,3,Ce,309693,168328.830973705,1867.95060459074
12584,NY119,3,Uc,309673,416885.890247576,2503.43964578966
12585,NY119,3,PnB,309721,346229.43536879,4002.04473952458
12586,NY119,3,LcA,309716,67190.7774745472,1237.59621772975
12587,NY119,3,CtC,309705,412530.261778677,4218.63395849606
12588,NY119,3,CrC,309703,10673172.8794712,67627.0061057261
12589,NY119,3,UpD,309684,509945.81633312,4472.02050497851
12590,NY119,3,ChE,309697,362807.713007745,6593.42739820929
12591,NY119,3,Ub,309672,25455.7485910799,610.256762913579
12592,NY119,3,Uc,309673,51242.2467525893,1091.22685022703
12593,NY119,3,W,309689,63331.6420557971,975.351726235995
12594,NY119,3,Sh,309743,233871.040296199,4375.85049867918
12595,NY119,3,LcB,309717,134752.785582322,1644.99406739405
12596,NY119,3,HrF,309712,120269.110877688,2029.44757216241
12597,NY119,3,W,309689,165408.343121596,1706.85749681095
12598,NY119,3,W,309689,16377.2271365462,461.825577516607
12599,NY119,3,Sh,309743,389749.026132854,4911.41416711144
12600,NY119,3,Ce,309693,597477.35277265,4154.68843038932
12601,NY119,3,CuD,309706,279291.496645785,2398.02252957143
12602,NY119,3,HrF,309712,120002.420838639,2314.28436191192
12603,NY119,3,W,309689,130413.139575299,1724.9610927207
12604,NY119,3,Uc,309673,225272.363051942,2877.15538389118
12605,NY119,3,SuB,309671,215658.622660571,3116.97614558912
12606,NY119,3,CsD,309704,267711.510541113,2165.47071616349
12607,NY119,3,WdB,309691,998750.671492947,7193.68823785076
12608,NY119,3,PoD,309726,164587.779404825,2421.00781376282
12609,NY119,3,CsD,309704,1531824.78075597,13662.8792729266
12610,NY119,3,CuD,309706,179890.860495348,3071.65314765788
12611,NY119,3,SuB,309671,1199872.59046512,10813.0285661871
12612,NY119,3,PnD,309723,940261.270977253,6319.89471066078
12613,NY119,3,WdB,309691,191706.939582086,2625.8871516167
12614,NY119,3,CtC,309705,110357.929071273,1343.24597403711
12615,NY119,3,RdB,309732,195965.186518088,2157.06796945145
12616,NY119,3,RhB,309735,235267.297055154,3327.09192756088
12617,NY119,3,CrC,309703,369216.259544268,3718.67449486514
12618,NY119,3,ChB,309694,599876.251124707,3451.47301588233
12619,NY119,3,W,309689,23698.968184898,594.306012186
12620,NY119,3,HrF,309712,249791.093758113,3813.22245601328
12621,NY119,3,CtC,309705,47136.4235817604,890.001763666838
12622,NY119,3,PnC,309722,148022.500438694,2318.39371157791
12623,NY119,3,UlC,309679,765678.37533408,4138.20657931691
12624,NY119,3,SuB,309671,145072.519322736,2606.39969168016
12625,NY119,3,PnC,309722,1286064.36722183,10456.2488265697
12626,NY119,3,SuB,309671,207147.400323487,2898.3480148252
12627,NY119,3,RdA,309731,62561.040415865,1047.64474352311
12628,NY119,3,Sh,309743,127811.779998228,2015.47077724748
12629,NY119,3,Sm,309744,67604.0595162276,1151.76701801385
12630,NY119,3,RhE,309738,211206.951748237,4201.17651012178
12631,NY119,3,CsD,309704,95795.4226265507,1544.10421949487
12632,NY119,3,RgB,309733,182498.44428417,3270.44293144636
12633,NY119,3,W,309689,13080.3642852887,446.472310437129
12634,NY119,3,ChC,309695,197657.151646263,1883.12305288484
12635,NY119,3,CuD,309706,38805.3921080975,879.848085323748
12636,NY119,3,Pc,309720,718920.486399919,5666.16050325614
12637,NY119,3,WdB,309691,1185894.96456363,8947.15631484637
12638,NY119,3,CuD,309706,2753160.26879182,16709.9194374968
12639,NY119,3,Pc,309720,43277.0252913731,864.938313125958
12640,NY119,3,PnD,309723,392748.573922612,4481.37463018996
12641,NY119,3,ChC,309695,61853.1610726455,1086.21153651003
12642,NY119,3,PnC,309722,347797.241845787,4685.49773460612
12643,NY119,3,ChD,309696,191299.707095959,2393.29632357457
12644,NY119,3,HrF,309712,70017.5591873397,1376.55955663221
12645,NY119,3,CsD,309704,109899.174555418,1905.2260806524
12646,NY119,3,ChD,309696,613559.675338017,7790.55670249696
12647,NY119,3,Pw,309729,130851.06133064,2060.90473447038
12648,NY119,3,HnD,309711,251917.875142705,2899.61064675345
12649,NY119,3,PnB,309721,295525.963920804,3821.56860893508
12650,NY119,3,UwB,309688,127708.943184268,1757.86776953204
12651,NY119,3,CsD,309704,671318.653252881,5945.45547774119
12652,NY119,3,W,309689,30924.0606545759,689.895164512794
12653,NY119,3,CrC,309703,3375111.08159341,19289.9599192349
12654,NY119,3,ChE,309697,82875.3519920998,1944.77127061691
12655,NY119,3,CrC,309703,268545.72237624,2033.96459475979
12656,NY119,3,ChB,309694,172986.441164055,1895.44136425302
12657,NY119,3,CrC,309703,3016801.77827508,21399.2402058724
12658,NY119,3,CsD,309704,229503.798299255,3608.57547628038
12659,NY119,3,LcA,309716,312448.922168275,4202.80236204606
12660,NY119,3,Sm,309744,115714.387431597,2355.76133463209
12661,NY119,3,UhC,309677,506808.385009941,3390.58637239391
12662,NY119,3,ChD,309696,1167335.40242384,7455.10320046972
12663,NY119,3,UhC,309677,1171378.74121647,5278.65032534098
12664,NY119,3,UlC,309679,5289832.03637798,15303.0430165716
12665,NY119,3,CrC,309703,77201.9222250525,1327.16812558335
12666,NY119,3,CrC,309703,264585.61577694,2275.27797536736
12667,NY119,3,ChD,309696,226466.458946511,2416.19164875254
12668,NY119,3,LcB,309717,87941.5597265522,1376.99552276401
12669,NY119,3,LcA,309716,192161.396868126,3357.54770166547
12670,NY119,3,CrC,309703,982726.034322163,4909.23018527033
12671,NY119,3,HnD,309711,649780.479695577,4380.33384603711
12672,NY119,3,CrC,309703,569324.088074037,6365.11266983767
12673,NY119,3,Uf,309675,146578.915625324,1804.68797838481
12674,NY119,3,CrC,309703,330527.458536425,3530.64692944806
12675,NY119,3,Ce,309693,782613.375579821,4594.83643343175
12676,NY119,3,Sh,309743,143370.15647371,1853.16009375186
12677,NY119,3,CrC,309703,10412955.3827704,27540.7832170103
12678,NY119,3,PnB,309721,667684.845249246,4791.148526841
12679,NY119,3,PnC,309722,283691.524939519,2272.59274251057
12680,NY119,3,Sh,309743,228525.758871795,2984.31786712895
12681,NY119,3,CrC,309703,387175.657704396,5752.27256290707
12682,NY119,3,ChD,309696,422457.339920892,4260.08587954938
12683,NY119,3,UlC,309679,351907.322466015,3629.48578396178
12684,NY119,3,UpC,309683,211818.650932247,1913.59906088956
12685,NY119,3,W,309689,16644.6983868665,473.093780050521
12686,NY119,3,ChE,309697,20055.0821008547,668.301678741187
12687,NY119,3,ChC,309695,219620.561504948,3588.11263610271
12688,NY119,3,Ub,309672,208325.976804553,2108.69978154751
12689,NY119,3,LcB,309717,155228.852236362,2670.12324683548
12690,NY119,3,ChC,309695,289925.34367378,2773.47296146899
12691,NY119,3,LeB,309718,362652.506360603,3664.07523070015
12692,NY119,3,Ub,309672,90799.413810594,1303.33437234201
12693,NY119,3,CtC,309705,5784732.5549611,23629.276503141
12694,NY119,3,CsD,309704,284010.946143651,3943.59122690906
12695,NY119,3,ChB,309694,106268.526321915,1664.22334371706
12696,NY119,3,CsD,309704,1040219.32071104,7682.58640894644
12697,NY119,3,Ub,309672,2981921.93914282,8868.15221715023
12698,NY119,3,PnB,309721,177666.309542651,2051.95434117162
