sourceTypeID,roadTypeID,roadTypeVMTFraction,FIP
21,5,0.194137935,36101
21,1,0,36103
21,2,0,36103
21,3,0.001907342,36103
21,4,0.332978296,36103
21,5,0.665114362,36103
21,1,0,36105
21,2,0.150949569,36105
21,3,0.409632973,36105
21,4,0.156861328,36105
21,5,0.282556129,36105
21,1,0,36107
21,2,0.343227553,36107
21,3,0.309988164,36107
21,4,0.159991266,36107
21,5,0.186793017,36107
21,1,0,36109
21,2,0,36109
21,3,0.544256499,36109
21,4,0.060312674,36109
21,5,0.395430827,36109
21,1,0,36111
21,2,0.013055218,36111
21,3,0.272869111,36111
21,4,0.252267233,36111
21,5,0.461808439,36111
21,1,0,36113
21,2,0.122507693,36113
21,3,0.311987118,36113
21,4,0.189352379,36113
21,5,0.37615281,36113
21,1,0,36115
21,2,0,36115
21,3,0.844274419,36115
21,4,0,36115
21,5,0.155725581,36115
21,1,0,36117
21,2,0,36117
21,3,0.549830926,36117
21,4,0,36117
21,5,0.450169074,36117
21,1,0,36119
21,2,0,36119
21,3,0,36119
21,4,0.541191025,36119
21,5,0.458808975,36119
21,1,0,36121
21,2,0,36121
21,3,0.977560407,36121
21,4,0,36121
21,5,0.022439593,36121
21,1,0,36123
21,2,0,36123
21,3,0.818246128,36123
21,4,0,36123
21,5,0.181753872,36123
31,1,0,36001
31,2,0.010538124,36001
31,3,0.067835392,36001
31,4,0.407841247,36001
31,5,0.513785236,36001
31,1,0,36003
31,2,0.141121688,36003
31,3,0.779056126,36003
31,4,0,36003
31,5,0.079822186,36003
31,1,0,36005
31,2,0,36005
31,3,0,36005
31,4,0.573818273,36005
31,5,0.426181727,36005
31,1,0,36007
31,2,0.146979172,36007
31,3,0.13612018,36007
31,4,0.27606898,36007
31,5,0.440831667,36007
31,1,0,36009
31,2,0.100591038,36009
31,3,0.599436745,36009
31,4,0.068991551,36009
31,5,0.230980666,36009
31,1,0,36011
31,2,0.168676169,36011
31,3,0.579908948,36011
31,4,0.001747065,36011
31,5,0.249667818,36011
31,1,0,36013
31,2,0.151538974,36013
31,3,0.410915549,36013
31,4,0.09321707,36013
31,5,0.344328407,36013
31,1,0,36015
31,2,0.097753279,36015
31,3,0.172166347,36015
31,4,0.191720997,36015
31,5,0.538359377,36015
31,1,0,36017
31,2,0.0720437,36017
31,3,0.74745773,36017
31,4,0,36017
31,5,0.180498571,36017
31,1,0,36019
31,2,0.058998341,36019
31,3,0.541671032,36019
31,4,0.064223573,36019
31,5,0.335107054,36019
31,1,0,36021
31,2,0.194078153,36021
31,3,0.521153278,36021
31,4,0,36021
31,5,0.284768568,36021
31,1,0,36023
31,2,0.286780475,36023
31,3,0.335185501,36023
31,4,0.071370484,36023
31,5,0.306663541,36023
31,1,0,36025
31,2,0.120600379,36025
31,3,0.756302774,36025
31,4,0.045954411,36025
31,5,0.077142436,36025
31,1,0,36027
31,2,0.042497511,36027
31,3,0.201037959,36027
31,4,0.170412658,36027
31,5,0.586051872,36027
31,1,0,36029
31,2,0.022328015,36029
31,3,0.086333429,36029
31,4,0.257986164,36029
31,5,0.633352392,36029
31,1,0,36031
31,2,0.21437712,36031
31,3,0.741074698,36031
31,4,0,36031
31,5,0.044548182,36031
31,1,0,36033
31,2,0,36033
31,3,0.839521342,36033
31,4,0,36033
31,5,0.160478658,36033
31,1,0,36035
31,2,0,36035
31,3,0.650898761,36035
31,4,0,36035
31,5,0.349101239,36035
31,1,0,36037
31,2,0.261477565,36037
31,3,0.557878846,36037
31,4,0.05384502,36037
31,5,0.12679857,36037
31,1,0,36039
31,2,0.347313619,36039
31,3,0.487643545,36039
31,4,0.013148325,36039
31,5,0.151894511,36039
31,1,0,36041
31,2,0,36041
31,3,1,36041
31,4,0,36041
31,5,0,36041
31,1,0,36043
31,2,0.113838305,36043
31,3,0.417625412,36043
31,4,0.224339484,36043
31,5,0.244196798,36043
31,1,0,36045
31,2,0.07733248,36045
31,3,0.45201717,36045
31,4,0.076028151,36045
31,5,0.394622199,36045
31,1,0,36047
31,2,0,36047
31,3,0,36047
31,4,0.371916248,36047
31,5,0.628083752,36047
31,1,0,36049
31,2,0,36049
31,3,1,36049
31,4,0,36049
31,5,0,36049
31,1,0,36051
31,2,0.189063347,36051
31,3,0.679963208,36051
31,4,0.025210592,36051
31,5,0.105762854,36051
